Geography,Geographic Area Name,population_black,population_american_indian,population_asian,population_hispanic
1400000US12103027404,Census Tract 274.04; Pinellas County; Florida,964,0,31,849
1400000US12103027501,Census Tract 275.01; Pinellas County; Florida,131,0,19,741
1400000US12103027503,Census Tract 275.03; Pinellas County; Florida,0,0,16,408
1400000US12103027504,Census Tract 275.04; Pinellas County; Florida,8,0,0,340
1400000US12103027603,Census Tract 276.03; Pinellas County; Florida,0,0,91,151
1400000US12103027604,Census Tract 276.04; Pinellas County; Florida,8,10,43,67
1400000US12103027605,Census Tract 276.05; Pinellas County; Florida,32,0,31,47
1400000US12103027606,Census Tract 276.06; Pinellas County; Florida,12,0,41,142
1400000US12103027701,Census Tract 277.01; Pinellas County; Florida,5,2,30,141
1400000US12103027703,Census Tract 277.03; Pinellas County; Florida,13,4,77,44
1400000US12103027704,Census Tract 277.04; Pinellas County; Florida,29,7,67,130
1400000US12103027801,Census Tract 278.01; Pinellas County; Florida,0,0,0,21
1400000US12103027802,Census Tract 278.02; Pinellas County; Florida,50,0,313,279
1400000US12103027901,Census Tract 279.01; Pinellas County; Florida,103,0,23,141
1400000US12103027905,Census Tract 279.05; Pinellas County; Florida,27,0,29,105
1400000US12103028002,Census Tract 280.02; Pinellas County; Florida,92,0,50,95
1400000US12103028004,Census Tract 280.04; Pinellas County; Florida,2,0,10,72
1400000US12103028005,Census Tract 280.05; Pinellas County; Florida,0,0,14,17
1400000US12103028006,Census Tract 280.06; Pinellas County; Florida,8,0,42,207
1400000US12103028102,Census Tract 281.02; Pinellas County; Florida,30,0,31,72
1400000US12103028103,Census Tract 281.03; Pinellas County; Florida,58,0,0,233
1400000US12103028104,Census Tract 281.04; Pinellas County; Florida,151,0,38,187
1400000US12103028200,Census Tract 282; Pinellas County; Florida,75,39,178,246
1400000US12103028300,Census Tract 283; Pinellas County; Florida,349,13,82,230
1400000US12103028403,Census Tract 284.03; Pinellas County; Florida,120,0,8,181
1400000US12103028500,Census Tract 285; Pinellas County; Florida,26,0,0,141
1400000US12103028601,Census Tract 286.01; Pinellas County; Florida,267,0,66,583
1400000US12103028602,Census Tract 286.02; Pinellas County; Florida,162,0,85,241
1400000US12103028700,Census Tract 287; Pinellas County; Florida,1157,18,0,39
1400000US12103990000,Census Tract 9900; Pinellas County; Florida,0,0,0,0
1400000US12103990100,Census Tract 9901; Pinellas County; Florida,0,0,0,0
1400000US12105010300,Census Tract 103; Polk County; Florida,637,189,31,670
1400000US12105010401,Census Tract 104.01; Polk County; Florida,34,0,20,349
1400000US12105010402,Census Tract 104.02; Polk County; Florida,754,8,70,506
1400000US12105010501,Census Tract 105.01; Polk County; Florida,164,18,0,210
1400000US12105010502,Census Tract 105.02; Polk County; Florida,139,0,47,845
1400000US12105010601,Census Tract 106.01; Polk County; Florida,271,0,206,1124
1400000US12105010603,Census Tract 106.03; Polk County; Florida,48,0,47,461
1400000US12105010604,Census Tract 106.04; Polk County; Florida,424,0,101,772
1400000US12105010701,Census Tract 107.01; Polk County; Florida,154,0,44,905
1400000US12105010702,Census Tract 107.02; Polk County; Florida,51,0,129,744
1400000US12105010800,Census Tract 108; Polk County; Florida,638,0,41,590
1400000US12105010900,Census Tract 109; Polk County; Florida,1024,45,59,1169
1400000US12105011000,Census Tract 110; Polk County; Florida,1328,0,11,910
1400000US12105011100,Census Tract 111; Polk County; Florida,1494,0,0,880
1400000US12105011202,Census Tract 112.02; Polk County; Florida,1676,0,30,322
1400000US12105011203,Census Tract 112.03; Polk County; Florida,1886,0,0,362
1400000US12105011204,Census Tract 112.04; Polk County; Florida,1236,0,0,159
1400000US12105011300,Census Tract 113; Polk County; Florida,396,0,0,658
1400000US12105011400,Census Tract 114; Polk County; Florida,1606,0,123,1664
1400000US12105011501,Census Tract 115.01; Polk County; Florida,527,0,0,1286
1400000US12105011502,Census Tract 115.02; Polk County; Florida,1829,0,192,622
1400000US12105011603,Census Tract 116.03; Polk County; Florida,479,0,34,83
1400000US12105011604,Census Tract 116.04; Polk County; Florida,733,25,0,1209
1400000US12105011605,Census Tract 116.05; Polk County; Florida,180,0,47,1521
1400000US12105011606,Census Tract 116.06; Polk County; Florida,108,0,58,441
1400000US12105011704,Census Tract 117.04; Polk County; Florida,732,12,31,1774
1400000US12105011721,Census Tract 117.21; Polk County; Florida,199,0,0,1059
1400000US12105011722,Census Tract 117.22; Polk County; Florida,60,0,24,368
1400000US12105011731,Census Tract 117.31; Polk County; Florida,794,0,108,1099
1400000US12105011732,Census Tract 117.32; Polk County; Florida,1018,0,1,791
1400000US12105011821,Census Tract 118.21; Polk County; Florida,80,10,7,172
1400000US12105011822,Census Tract 118.22; Polk County; Florida,301,0,87,360
1400000US12105011832,Census Tract 118.32; Polk County; Florida,502,0,120,964
1400000US12105011834,Census Tract 118.34; Polk County; Florida,545,0,372,1470
1400000US12105011835,Census Tract 118.35; Polk County; Florida,68,39,127,947
1400000US12105011836,Census Tract 118.36; Polk County; Florida,107,0,26,452
1400000US12105011837,Census Tract 118.37; Polk County; Florida,586,0,111,519
1400000US12105011838,Census Tract 118.38; Polk County; Florida,215,18,274,1141
1400000US12105011901,Census Tract 119.01; Polk County; Florida,1061,0,41,1175
1400000US12105011902,Census Tract 119.02; Polk County; Florida,286,0,94,450
1400000US12105011908,Census Tract 119.08; Polk County; Florida,383,0,0,688
1400000US12105011909,Census Tract 119.09; Polk County; Florida,133,0,1,1662
1400000US12105011910,Census Tract 119.10; Polk County; Florida,17,0,0,592
1400000US12105011911,Census Tract 119.11; Polk County; Florida,308,0,52,959
1400000US12105011912,Census Tract 119.12; Polk County; Florida,426,0,47,562
1400000US12105011913,Census Tract 119.13; Polk County; Florida,517,0,0,625
1400000US12105012001,Census Tract 120.01; Polk County; Florida,1209,0,0,1644
1400000US12105012002,Census Tract 120.02; Polk County; Florida,722,0,145,615
1400000US12105012003,Census Tract 120.03; Polk County; Florida,336,0,163,1282
1400000US12105012004,Census Tract 120.04; Polk County; Florida,86,0,0,866
1400000US12105012113,Census Tract 121.13; Polk County; Florida,666,34,110,585
1400000US12105012124,Census Tract 121.24; Polk County; Florida,272,23,37,1318
1400000US12105012125,Census Tract 121.25; Polk County; Florida,46,20,0,1109
1400000US12105012126,Census Tract 121.26; Polk County; Florida,1022,0,178,950
1400000US12105012127,Census Tract 121.27; Polk County; Florida,1088,16,421,2401
1400000US12105012128,Census Tract 121.28; Polk County; Florida,700,0,87,1412
1400000US12105012130,Census Tract 121.30; Polk County; Florida,0,0,0,213
1400000US12105012131,Census Tract 121.31; Polk County; Florida,40,0,0,107
1400000US12105012132,Census Tract 121.32; Polk County; Florida,408,0,78,902
1400000US12105012133,Census Tract 121.33; Polk County; Florida,709,13,45,1707
1400000US12105012203,Census Tract 122.03; Polk County; Florida,353,16,161,971
1400000US12105012207,Census Tract 122.07; Polk County; Florida,40,28,282,686
1400000US12105012208,Census Tract 122.08; Polk County; Florida,760,0,0,795
1400000US12105012209,Census Tract 122.09; Polk County; Florida,1034,0,55,1390
1400000US12105012303,Census Tract 123.03; Polk County; Florida,803,0,115,562
1400000US12105012304,Census Tract 123.04; Polk County; Florida,314,21,186,850
1400000US12105012305,Census Tract 123.05; Polk County; Florida,40,0,0,430
1400000US12105012306,Census Tract 123.06; Polk County; Florida,21,0,31,150
1400000US12105012307,Census Tract 123.07; Polk County; Florida,14,10,89,300
1400000US12105012309,Census Tract 123.09; Polk County; Florida,4,22,0,184
1400000US12105012404,Census Tract 124.04; Polk County; Florida,615,10,0,352
1400000US12105012405,Census Tract 124.05; Polk County; Florida,993,0,359,4480
1400000US12105012407,Census Tract 124.07; Polk County; Florida,0,0,0,128
1400000US12105012408,Census Tract 124.08; Polk County; Florida,574,9,164,795
1400000US12105012409,Census Tract 124.09; Polk County; Florida,85,0,6,1004
1400000US12105012410,Census Tract 124.10; Polk County; Florida,853,0,18,994
1400000US12105012411,Census Tract 124.11; Polk County; Florida,1253,0,200,4559
1400000US12105012412,Census Tract 124.12; Polk County; Florida,108,0,34,4277
1400000US12105012413,Census Tract 124.13; Polk County; Florida,586,0,293,4403
1400000US12105012414,Census Tract 124.14; Polk County; Florida,24,6,9,318
1400000US12105012415,Census Tract 124.15; Polk County; Florida,383,0,41,1232
1400000US12105012502,Census Tract 125.02; Polk County; Florida,2247,0,244,8396
1400000US12105012506,Census Tract 125.06; Polk County; Florida,1060,0,273,4730
1400000US12105012508,Census Tract 125.08; Polk County; Florida,306,0,177,1523
1400000US12105012509,Census Tract 125.09; Polk County; Florida,91,0,0,756
1400000US12105012510,Census Tract 125.10; Polk County; Florida,1014,0,120,1706
1400000US12105012511,Census Tract 125.11; Polk County; Florida,902,0,0,4167
1400000US12105012512,Census Tract 125.12; Polk County; Florida,552,0,61,1333
1400000US12105012513,Census Tract 125.13; Polk County; Florida,574,9,21,992
1400000US12105012514,Census Tract 125.14; Polk County; Florida,2822,0,202,3430
1400000US12105012515,Census Tract 125.15; Polk County; Florida,959,0,307,5199
1400000US12105012601,Census Tract 126.01; Polk County; Florida,3048,0,65,1834
1400000US12105012602,Census Tract 126.02; Polk County; Florida,739,4,98,4850
1400000US12105012701,Census Tract 127.01; Polk County; Florida,738,0,69,2185
1400000US12105012702,Census Tract 127.02; Polk County; Florida,797,0,0,2000
1400000US12105012802,Census Tract 128.02; Polk County; Florida,1106,0,236,2274
1400000US12105012803,Census Tract 128.03; Polk County; Florida,451,0,30,952
1400000US12105012804,Census Tract 128.04; Polk County; Florida,465,0,24,2666
1400000US12105012900,Census Tract 129; Polk County; Florida,832,0,724,1971
1400000US12105013001,Census Tract 130.01; Polk County; Florida,676,0,42,587
1400000US12105013002,Census Tract 130.02; Polk County; Florida,562,0,141,1275
1400000US12105013101,Census Tract 131.01; Polk County; Florida,187,0,110,522
1400000US12105013102,Census Tract 131.02; Polk County; Florida,156,18,0,699
1400000US12105013103,Census Tract 131.03; Polk County; Florida,0,0,285,463
1400000US12105013200,Census Tract 132; Polk County; Florida,725,0,30,193
1400000US12105013300,Census Tract 133; Polk County; Florida,1040,0,3,428
1400000US12105013400,Census Tract 134; Polk County; Florida,2279,0,0,1491
1400000US12105013500,Census Tract 135; Polk County; Florida,819,0,101,233
1400000US12105013601,Census Tract 136.01; Polk County; Florida,886,0,0,889
1400000US12105013602,Census Tract 136.02; Polk County; Florida,2938,0,0,620
1400000US12105013701,Census Tract 137.01; Polk County; Florida,418,0,0,80
1400000US12105013702,Census Tract 137.02; Polk County; Florida,1927,0,0,1084
1400000US12105013801,Census Tract 138.01; Polk County; Florida,1093,4,42,1137
1400000US12105013802,Census Tract 138.02; Polk County; Florida,1359,0,115,2754
1400000US12105013901,Census Tract 139.01; Polk County; Florida,905,0,62,653
1400000US12105013902,Census Tract 139.02; Polk County; Florida,188,9,26,917
1400000US12105014001,Census Tract 140.01; Polk County; Florida,1198,30,62,957
1400000US12105014003,Census Tract 140.03; Polk County; Florida,495,0,22,981
1400000US12105014005,Census Tract 140.05; Polk County; Florida,69,0,77,829
1400000US12105014006,Census Tract 140.06; Polk County; Florida,209,0,94,891
1400000US12105014104,Census Tract 141.04; Polk County; Florida,735,0,5,1919
1400000US12105014121,Census Tract 141.21; Polk County; Florida,235,0,236,2042
1400000US12105014123,Census Tract 141.23; Polk County; Florida,806,7,417,1165
1400000US12105014124,Census Tract 141.24; Polk County; Florida,490,0,229,492
1400000US12105014126,Census Tract 141.26; Polk County; Florida,839,0,0,2455
1400000US12105014127,Census Tract 141.27; Polk County; Florida,1890,9,8,4528
1400000US12105014128,Census Tract 141.28; Polk County; Florida,471,0,162,3854
1400000US12105014129,Census Tract 141.29; Polk County; Florida,159,10,0,649
1400000US12105014130,Census Tract 141.30; Polk County; Florida,745,0,40,953
1400000US12105014131,Census Tract 141.31; Polk County; Florida,565,0,0,1369
1400000US12105014201,Census Tract 142.01; Polk County; Florida,369,0,0,1218
1400000US12105014202,Census Tract 142.02; Polk County; Florida,182,3,0,453
1400000US12105014203,Census Tract 142.03; Polk County; Florida,25,2,0,35
1400000US12105014301,Census Tract 143.01; Polk County; Florida,1469,0,11,118
1400000US12105014303,Census Tract 143.03; Polk County; Florida,318,0,32,1690
1400000US12105014304,Census Tract 143.04; Polk County; Florida,15,46,28,970
1400000US12105014401,Census Tract 144.01; Polk County; Florida,1613,0,50,1194
1400000US12105014402,Census Tract 144.02; Polk County; Florida,223,0,0,340
1400000US12105014501,Census Tract 145.01; Polk County; Florida,1899,0,85,3757
1400000US12105014502,Census Tract 145.02; Polk County; Florida,0,23,0,2258
1400000US12105014600,Census Tract 146; Polk County; Florida,504,9,0,1285
1400000US12105014701,Census Tract 147.01; Polk County; Florida,665,0,27,1345
1400000US12105014703,Census Tract 147.03; Polk County; Florida,409,0,120,608
1400000US12105014704,Census Tract 147.04; Polk County; Florida,1272,7,57,888
1400000US12105014802,Census Tract 148.02; Polk County; Florida,490,0,0,507
1400000US12105014803,Census Tract 148.03; Polk County; Florida,525,0,301,757
1400000US12105014804,Census Tract 148.04; Polk County; Florida,96,0,539,1306
1400000US12105014903,Census Tract 149.03; Polk County; Florida,65,7,3,1140
1400000US12105014904,Census Tract 149.04; Polk County; Florida,301,22,0,3351
1400000US12105014905,Census Tract 149.05; Polk County; Florida,28,0,50,1259
1400000US12105014906,Census Tract 149.06; Polk County; Florida,1444,0,193,1534
1400000US12105015000,Census Tract 150; Polk County; Florida,1730,5,10,1402
1400000US12105015101,Census Tract 151.01; Polk County; Florida,368,0,147,836
1400000US12105015102,Census Tract 151.02; Polk County; Florida,57,4,112,541
1400000US12105015200,Census Tract 152; Polk County; Florida,1862,13,0,467
1400000US12105015301,Census Tract 153.01; Polk County; Florida,762,0,0,1619
1400000US12105015302,Census Tract 153.02; Polk County; Florida,21,0,0,940
1400000US12105015401,Census Tract 154.01; Polk County; Florida,475,8,4,553
1400000US12105015402,Census Tract 154.02; Polk County; Florida,214,24,0,199
1400000US12105015404,Census Tract 154.04; Polk County; Florida,44,0,13,81
1400000US12105015405,Census Tract 154.05; Polk County; Florida,369,0,0,735
1400000US12105015500,Census Tract 155; Polk County; Florida,412,0,0,1907
1400000US12105015600,Census Tract 156; Polk County; Florida,134,4,25,530
1400000US12105015701,Census Tract 157.01; Polk County; Florida,331,6,0,731
1400000US12105015702,Census Tract 157.02; Polk County; Florida,675,25,13,659
1400000US12105015801,Census Tract 158.01; Polk County; Florida,141,0,8,405
1400000US12105015802,Census Tract 158.02; Polk County; Florida,327,1,0,1311
1400000US12105015900,Census Tract 159; Polk County; Florida,86,0,10,601
1400000US12105016001,Census Tract 160.01; Polk County; Florida,119,0,0,510
1400000US12105016002,Census Tract 160.02; Polk County; Florida,529,13,4,785
1400000US12105016003,Census Tract 160.03; Polk County; Florida,47,14,0,1450
1400000US12105016100,Census Tract 161; Polk County; Florida,329,0,31,29
1400000US12105016400,Census Tract 164; Polk County; Florida,901,0,113,363
1400000US12105980000,Census Tract 9800; Polk County; Florida,0,0,0,0
1400000US12107950100,Census Tract 9501; Putnam County; Florida,106,0,15,105
1400000US12107950201,Census Tract 9502.01; Putnam County; Florida,233,0,0,107
1400000US12107950202,Census Tract 9502.02; Putnam County; Florida,74,0,0,257
1400000US12107950300,Census Tract 9503; Putnam County; Florida,831,0,57,606
1400000US12107950400,Census Tract 9504; Putnam County; Florida,603,0,0,130
1400000US12107950500,Census Tract 9505; Putnam County; Florida,270,3,0,511
1400000US12107950600,Census Tract 9506; Putnam County; Florida,1200,32,24,797
1400000US12107950700,Census Tract 9507; Putnam County; Florida,1769,65,62,402
1400000US12107950800,Census Tract 9508; Putnam County; Florida,2126,0,0,9
1400000US12107950900,Census Tract 9509; Putnam County; Florida,2125,0,21,452
1400000US12107951000,Census Tract 9510; Putnam County; Florida,661,4,0,310
1400000US12107951100,Census Tract 9511; Putnam County; Florida,11,0,0,172
1400000US12107951200,Census Tract 9512; Putnam County; Florida,41,0,2,836
1400000US12107951300,Census Tract 9513; Putnam County; Florida,535,25,4,613
1400000US12107951401,Census Tract 9514.01; Putnam County; Florida,629,0,149,1059
1400000US12107951402,Census Tract 9514.02; Putnam County; Florida,20,77,114,1726
1400000US12107980000,Census Tract 9800; Putnam County; Florida,0,0,0,0
1400000US12109020200,Census Tract 202; St. Johns County; Florida,81,0,25,173
1400000US12109020300,Census Tract 203; St. Johns County; Florida,268,0,66,488
1400000US12109020400,Census Tract 204; St. Johns County; Florida,213,7,0,255
1400000US12109020500,Census Tract 205; St. Johns County; Florida,53,0,158,215
1400000US12109020603,Census Tract 206.03; St. Johns County; Florida,0,0,34,44
1400000US12109020604,Census Tract 206.04; St. Johns County; Florida,18,0,75,82
1400000US12109020605,Census Tract 206.05; St. Johns County; Florida,85,56,1349,1484
1400000US12109020606,Census Tract 206.06; St. Johns County; Florida,368,0,647,796
1400000US12109020704,Census Tract 207.04; St. Johns County; Florida,160,0,102,180
1400000US12109020705,Census Tract 207.05; St. Johns County; Florida,16,0,223,302
1400000US12109020706,Census Tract 207.06; St. Johns County; Florida,56,0,29,177
1400000US12109020707,Census Tract 207.07; St. Johns County; Florida,112,0,116,372
1400000US12109020708,Census Tract 207.08; St. Johns County; Florida,102,0,211,617
1400000US12109020710,Census Tract 207.10; St. Johns County; Florida,0,0,56,97
1400000US12109020712,Census Tract 207.12; St. Johns County; Florida,0,0,6,193
1400000US12109020713,Census Tract 207.13; St. Johns County; Florida,0,0,82,73
1400000US12109020801,Census Tract 208.01; St. Johns County; Florida,271,0,902,1584
1400000US12109020802,Census Tract 208.02; St. Johns County; Florida,0,0,88,86
1400000US12109020803,Census Tract 208.03; St. Johns County; Florida,52,0,21,562
1400000US12109020804,Census Tract 208.04; St. Johns County; Florida,1146,17,129,618
1400000US12109020807,Census Tract 208.07; St. Johns County; Florida,147,0,85,571
1400000US12109020808,Census Tract 208.08; St. Johns County; Florida,745,0,962,779
1400000US12109020809,Census Tract 208.09; St. Johns County; Florida,500,4,580,662
1400000US12109020810,Census Tract 208.10; St. Johns County; Florida,735,0,567,825
1400000US12109020811,Census Tract 208.11; St. Johns County; Florida,486,0,519,281
1400000US12109020903,Census Tract 209.03; St. Johns County; Florida,320,0,6,600
1400000US12109020904,Census Tract 209.04; St. Johns County; Florida,747,8,567,1809
1400000US12109020905,Census Tract 209.05; St. Johns County; Florida,1194,0,296,1147
1400000US12109020906,Census Tract 209.06; St. Johns County; Florida,590,0,134,1233
1400000US12109020907,Census Tract 209.07; St. Johns County; Florida,807,0,642,1160
1400000US12109020908,Census Tract 209.08; St. Johns County; Florida,468,0,301,594
1400000US12109021002,Census Tract 210.02; St. Johns County; Florida,1247,0,0,1383
1400000US12109021003,Census Tract 210.03; St. Johns County; Florida,1752,0,0,485
1400000US12109021004,Census Tract 210.04; St. Johns County; Florida,48,0,9,387
1400000US12109021101,Census Tract 211.01; St. Johns County; Florida,396,0,11,657
1400000US12109021102,Census Tract 211.02; St. Johns County; Florida,179,32,70,465
1400000US12109021103,Census Tract 211.03; St. Johns County; Florida,16,15,13,398
1400000US12109021207,Census Tract 212.07; St. Johns County; Florida,0,0,38,491
1400000US12109021208,Census Tract 212.08; St. Johns County; Florida,87,0,52,260
1400000US12109021209,Census Tract 212.09; St. Johns County; Florida,10,0,6,483
1400000US12109021210,Census Tract 212.10; St. Johns County; Florida,135,0,16,337
1400000US12109021211,Census Tract 212.11; St. Johns County; Florida,48,0,55,237
1400000US12109021301,Census Tract 213.01; St. Johns County; Florida,623,27,35,728
1400000US12109021302,Census Tract 213.02; St. Johns County; Florida,9,0,249,248
1400000US12109021403,Census Tract 214.03; St. Johns County; Florida,43,0,0,190
1400000US12109021404,Census Tract 214.04; St. Johns County; Florida,0,0,41,40
1400000US12109021408,Census Tract 214.08; St. Johns County; Florida,31,21,190,312
1400000US12109021409,Census Tract 214.09; St. Johns County; Florida,0,0,47,102
1400000US12109021410,Census Tract 214.10; St. Johns County; Florida,40,0,12,92
1400000US12109990100,Census Tract 9901; St. Johns County; Florida,0,0,0,0
1400000US12109990200,Census Tract 9902; St. Johns County; Florida,0,0,0,0
1400000US12111380100,Census Tract 3801; St. Lucie County; Florida,561,0,0,187
1400000US12111380200,Census Tract 3802; St. Lucie County; Florida,3083,0,0,281
1400000US12111380300,Census Tract 3803; St. Lucie County; Florida,4643,3,0,539
1400000US12111380400,Census Tract 3804; St. Lucie County; Florida,3260,0,0,2102
1400000US12111380500,Census Tract 3805; St. Lucie County; Florida,3208,30,3,2039
1400000US12111380600,Census Tract 3806; St. Lucie County; Florida,435,0,45,2015
1400000US12111380700,Census Tract 3807; St. Lucie County; Florida,2572,15,677,2318
1400000US12111380800,Census Tract 3808; St. Lucie County; Florida,703,6,0,1004
1400000US12111380901,Census Tract 3809.01; St. Lucie County; Florida,1276,4,0,1075
1400000US12111380902,Census Tract 3809.02; St. Lucie County; Florida,3652,0,0,1102
1400000US12111381000,Census Tract 3810; St. Lucie County; Florida,86,0,52,482
1400000US12111381103,Census Tract 3811.03; St. Lucie County; Florida,342,0,0,288
1400000US12111381104,Census Tract 3811.04; St. Lucie County; Florida,146,0,128,255
1400000US12111381105,Census Tract 3811.05; St. Lucie County; Florida,227,0,6,442
1400000US12111381106,Census Tract 3811.06; St. Lucie County; Florida,1048,4,23,182
1400000US12111381107,Census Tract 3811.07; St. Lucie County; Florida,379,0,115,111
1400000US12111381204,Census Tract 3812.04; St. Lucie County; Florida,0,0,16,277
1400000US12111381300,Census Tract 3813; St. Lucie County; Florida,70,8,26,240
1400000US12111381401,Census Tract 3814.01; St. Lucie County; Florida,876,9,36,767
1400000US12111381402,Census Tract 3814.02; St. Lucie County; Florida,1163,0,0,1646
1400000US12111381504,Census Tract 3815.04; St. Lucie County; Florida,349,4,303,932
1400000US12111381505,Census Tract 3815.05; St. Lucie County; Florida,1841,0,103,2562
1400000US12111381506,Census Tract 3815.06; St. Lucie County; Florida,1709,0,179,640
1400000US12111381507,Census Tract 3815.07; St. Lucie County; Florida,565,6,91,374
1400000US12111381508,Census Tract 3815.08; St. Lucie County; Florida,872,91,115,571
1400000US12111381602,Census Tract 3816.02; St. Lucie County; Florida,440,0,70,308
1400000US12111381603,Census Tract 3816.03; St. Lucie County; Florida,232,22,96,896
1400000US12111381604,Census Tract 3816.04; St. Lucie County; Florida,0,0,0,339
1400000US12111381605,Census Tract 3816.05; St. Lucie County; Florida,79,0,35,536
1400000US12111381701,Census Tract 3817.01; St. Lucie County; Florida,0,0,4,128
1400000US12111381702,Census Tract 3817.02; St. Lucie County; Florida,0,0,0,23
1400000US12111381802,Census Tract 3818.02; St. Lucie County; Florida,1009,20,227,895
1400000US12111381803,Census Tract 3818.03; St. Lucie County; Florida,363,0,157,1158
1400000US12111381804,Census Tract 3818.04; St. Lucie County; Florida,565,0,360,1400
1400000US12111381900,Census Tract 3819; St. Lucie County; Florida,420,0,61,1099
1400000US12111382007,Census Tract 3820.07; St. Lucie County; Florida,1128,0,92,1165
1400000US12111382008,Census Tract 3820.08; St. Lucie County; Florida,1045,0,301,2700
1400000US12111382009,Census Tract 3820.09; St. Lucie County; Florida,605,0,289,1924
1400000US12111382010,Census Tract 3820.10; St. Lucie County; Florida,60,4,0,335
1400000US12111382011,Census Tract 3820.11; St. Lucie County; Florida,284,6,20,989
1400000US12111382012,Census Tract 3820.12; St. Lucie County; Florida,990,11,25,1179
1400000US12111382013,Census Tract 3820.13; St. Lucie County; Florida,815,23,0,768
1400000US12111382014,Census Tract 3820.14; St. Lucie County; Florida,945,0,559,1239
1400000US12111382015,Census Tract 3820.15; St. Lucie County; Florida,1660,0,74,542
1400000US12111382016,Census Tract 3820.16; St. Lucie County; Florida,964,0,6,1013
1400000US12111382110,Census Tract 3821.10; St. Lucie County; Florida,1530,9,553,1571
1400000US12111382112,Census Tract 3821.12; St. Lucie County; Florida,3637,0,285,3560
1400000US12111382114,Census Tract 3821.14; St. Lucie County; Florida,2215,0,84,1897
1400000US12111382115,Census Tract 3821.15; St. Lucie County; Florida,1742,0,233,3205
1400000US12111382116,Census Tract 3821.16; St. Lucie County; Florida,903,11,0,1595
1400000US12111382117,Census Tract 3821.17; St. Lucie County; Florida,1911,0,359,1662
1400000US12111382118,Census Tract 3821.18; St. Lucie County; Florida,1132,0,37,1725
1400000US12111382119,Census Tract 3821.19; St. Lucie County; Florida,1642,68,114,3320
1400000US12111382120,Census Tract 3821.20; St. Lucie County; Florida,56,0,0,431
1400000US12111382121,Census Tract 3821.21; St. Lucie County; Florida,575,0,45,1161
1400000US12111382122,Census Tract 3821.22; St. Lucie County; Florida,109,36,22,232
1400000US12111382123,Census Tract 3821.23; St. Lucie County; Florida,1413,0,0,1153
1400000US12111382124,Census Tract 3821.24; St. Lucie County; Florida,377,0,68,640
1400000US12111382125,Census Tract 3821.25; St. Lucie County; Florida,1131,0,27,1202
1400000US12111382126,Census Tract 3821.26; St. Lucie County; Florida,1341,11,166,2492
1400000US12111382127,Census Tract 3821.27; St. Lucie County; Florida,180,0,380,782
1400000US12111382128,Census Tract 3821.28; St. Lucie County; Florida,1377,0,0,1365
1400000US12111382129,Census Tract 3821.29; St. Lucie County; Florida,1836,0,0,1192
1400000US12111382130,Census Tract 3821.30; St. Lucie County; Florida,999,0,76,1899
1400000US12111382201,Census Tract 3822.01; St. Lucie County; Florida,13,7,0,145
1400000US12111382202,Census Tract 3822.02; St. Lucie County; Florida,872,15,18,618
1400000US12111980000,Census Tract 9800; St. Lucie County; Florida,0,0,0,0
1400000US12111990000,Census Tract 9900; St. Lucie County; Florida,0,0,0,0
1400000US12113010100,Census Tract 101; Santa Rosa County; Florida,12,14,0,14
1400000US12113010200,Census Tract 102; Santa Rosa County; Florida,4,15,267,27
1400000US12113010301,Census Tract 103.01; Santa Rosa County; Florida,168,0,108,450
1400000US12113010302,Census Tract 103.02; Santa Rosa County; Florida,159,7,296,140
1400000US12113010303,Census Tract 103.03; Santa Rosa County; Florida,846,57,0,175
1400000US12113010400,Census Tract 104; Santa Rosa County; Florida,218,11,19,205
1400000US12113010503,Census Tract 105.03; Santa Rosa County; Florida,246,26,12,359
1400000US12113010504,Census Tract 105.04; Santa Rosa County; Florida,423,0,117,188
1400000US12113010505,Census Tract 105.05; Santa Rosa County; Florida,192,0,74,182
1400000US12113010506,Census Tract 105.06; Santa Rosa County; Florida,352,0,124,328
1400000US12113010601,Census Tract 106.01; Santa Rosa County; Florida,531,0,111,622
1400000US12113010602,Census Tract 106.02; Santa Rosa County; Florida,105,11,26,133
1400000US12113010704,Census Tract 107.04; Santa Rosa County; Florida,41,18,207,567
1400000US12113010705,Census Tract 107.05; Santa Rosa County; Florida,94,0,49,433
1400000US12113010707,Census Tract 107.07; Santa Rosa County; Florida,0,3,78,368
1400000US12113010708,Census Tract 107.08; Santa Rosa County; Florida,254,0,224,159
1400000US12113010709,Census Tract 107.09; Santa Rosa County; Florida,39,0,322,211
1400000US12113010710,Census Tract 107.10; Santa Rosa County; Florida,387,0,0,89
1400000US12113010711,Census Tract 107.11; Santa Rosa County; Florida,268,0,52,172
1400000US12113010712,Census Tract 107.12; Santa Rosa County; Florida,113,0,17,376
1400000US12113010802,Census Tract 108.02; Santa Rosa County; Florida,358,20,99,64
1400000US12113010808,Census Tract 108.08; Santa Rosa County; Florida,2293,61,53,971
1400000US12113010809,Census Tract 108.09; Santa Rosa County; Florida,550,14,42,236
1400000US12113010812,Census Tract 108.12; Santa Rosa County; Florida,42,0,65,291
1400000US12113010813,Census Tract 108.13; Santa Rosa County; Florida,8,0,9,217
1400000US12113010814,Census Tract 108.14; Santa Rosa County; Florida,132,0,155,156
1400000US12113010820,Census Tract 108.20; Santa Rosa County; Florida,316,17,16,178
1400000US12113010821,Census Tract 108.21; Santa Rosa County; Florida,499,0,145,984
