Geography,Geographic Area Name,population_black,population_american_indian,population_asian,population_hispanic
1400000US12031010101,Census Tract 101.01; Duval County; Florida,2729,56,373,1106
1400000US12031010104,Census Tract 101.04; Duval County; Florida,1293,23,177,690
1400000US12031010105,Census Tract 101.05; Duval County; Florida,269,7,79,242
1400000US12031010106,Census Tract 101.06; Duval County; Florida,1830,0,41,350
1400000US12031010107,Census Tract 101.07; Duval County; Florida,459,0,369,150
1400000US12031010202,Census Tract 102.02; Duval County; Florida,510,8,10,224
1400000US12031010203,Census Tract 102.03; Duval County; Florida,1749,0,275,1139
1400000US12031010204,Census Tract 102.04; Duval County; Florida,990,0,142,733
1400000US12031010301,Census Tract 103.01; Duval County; Florida,2980,0,275,499
1400000US12031010305,Census Tract 103.05; Duval County; Florida,5234,0,0,848
1400000US12031010306,Census Tract 103.06; Duval County; Florida,873,0,0,118
1400000US12031010307,Census Tract 103.07; Duval County; Florida,1912,0,0,32
1400000US12031010308,Census Tract 103.08; Duval County; Florida,4580,0,0,350
1400000US12031010401,Census Tract 104.01; Duval County; Florida,1885,0,32,186
1400000US12031010402,Census Tract 104.02; Duval County; Florida,2382,12,98,452
1400000US12031010501,Census Tract 105.01; Duval County; Florida,4664,17,0,202
1400000US12031010502,Census Tract 105.02; Duval County; Florida,1440,0,13,560
1400000US12031010503,Census Tract 105.03; Duval County; Florida,5378,0,21,178
1400000US12031010601,Census Tract 106.01; Duval County; Florida,2252,0,9,156
1400000US12031010602,Census Tract 106.02; Duval County; Florida,245,0,243,102
1400000US12031010700,Census Tract 107; Duval County; Florida,4299,0,0,36
1400000US12031010800,Census Tract 108; Duval County; Florida,4873,0,0,84
1400000US12031010900,Census Tract 109; Duval County; Florida,3098,0,4,58
1400000US12031011000,Census Tract 110; Duval County; Florida,2284,0,2,324
1400000US12031011100,Census Tract 111; Duval County; Florida,2526,0,0,39
1400000US12031011200,Census Tract 112; Duval County; Florida,2424,0,0,67
1400000US12031011300,Census Tract 113; Duval County; Florida,2895,0,0,0
1400000US12031011400,Census Tract 114; Duval County; Florida,1856,28,0,17
1400000US12031011500,Census Tract 115; Duval County; Florida,3507,0,25,357
1400000US12031011600,Census Tract 116; Duval County; Florida,4236,0,0,110
1400000US12031011700,Census Tract 117; Duval County; Florida,1137,0,0,112
1400000US12031011800,Census Tract 118; Duval County; Florida,1290,19,30,130
1400000US12031011901,Census Tract 119.01; Duval County; Florida,1591,0,316,1266
1400000US12031011903,Census Tract 119.03; Duval County; Florida,1229,44,137,822
1400000US12031011904,Census Tract 119.04; Duval County; Florida,1641,0,207,545
1400000US12031011905,Census Tract 119.05; Duval County; Florida,2128,1,222,350
1400000US12031012000,Census Tract 120; Duval County; Florida,1546,0,376,534
1400000US12031012100,Census Tract 121; Duval County; Florida,695,0,13,338
1400000US12031012201,Census Tract 122.01; Duval County; Florida,1031,0,222,216
1400000US12031012202,Census Tract 122.02; Duval County; Florida,1690,0,258,909
1400000US12031012300,Census Tract 123; Duval County; Florida,986,7,0,444
1400000US12031012400,Census Tract 124; Duval County; Florida,213,6,70,102
1400000US12031012500,Census Tract 125; Duval County; Florida,1094,0,115,834
1400000US12031012601,Census Tract 126.01; Duval County; Florida,2158,0,63,526
1400000US12031012602,Census Tract 126.02; Duval County; Florida,3242,0,180,502
1400000US12031012702,Census Tract 127.02; Duval County; Florida,3779,0,236,362
1400000US12031012703,Census Tract 127.03; Duval County; Florida,2502,15,370,389
1400000US12031012704,Census Tract 127.04; Duval County; Florida,3293,0,131,867
1400000US12031012800,Census Tract 128; Duval County; Florida,4035,0,262,850
1400000US12031012900,Census Tract 129; Duval County; Florida,487,0,99,386
1400000US12031013000,Census Tract 130; Duval County; Florida,4,0,0,86
1400000US12031013100,Census Tract 131; Duval County; Florida,124,0,112,140
1400000US12031013200,Census Tract 132; Duval County; Florida,319,10,77,540
1400000US12031013301,Census Tract 133.01; Duval County; Florida,1125,6,179,171
1400000US12031013302,Census Tract 133.02; Duval County; Florida,1747,0,306,357
1400000US12031013402,Census Tract 134.02; Duval County; Florida,1855,17,350,1000
1400000US12031013403,Census Tract 134.03; Duval County; Florida,1393,0,47,197
1400000US12031013404,Census Tract 134.04; Duval County; Florida,744,0,140,490
1400000US12031013502,Census Tract 135.02; Duval County; Florida,836,0,54,997
1400000US12031013504,Census Tract 135.04; Duval County; Florida,2132,0,164,1283
1400000US12031013522,Census Tract 135.22; Duval County; Florida,1016,0,431,272
1400000US12031013523,Census Tract 135.23; Duval County; Florida,1960,0,475,764
1400000US12031013524,Census Tract 135.24; Duval County; Florida,1826,0,349,346
1400000US12031013525,Census Tract 135.25; Duval County; Florida,3005,0,192,1064
1400000US12031013526,Census Tract 135.26; Duval County; Florida,4146,0,416,1253
1400000US12031013723,Census Tract 137.23; Duval County; Florida,4569,63,460,2117
1400000US12031013728,Census Tract 137.28; Duval County; Florida,1299,0,54,961
1400000US12031013729,Census Tract 137.29; Duval County; Florida,1047,0,467,1455
1400000US12031013730,Census Tract 137.30; Duval County; Florida,837,0,345,248
1400000US12031013731,Census Tract 137.31; Duval County; Florida,782,51,337,431
1400000US12031013732,Census Tract 137.32; Duval County; Florida,2619,0,305,630
1400000US12031013733,Census Tract 137.33; Duval County; Florida,3380,0,183,299
1400000US12031013800,Census Tract 138; Duval County; Florida,682,0,104,543
1400000US12031013901,Census Tract 139.01; Duval County; Florida,397,6,170,387
1400000US12031013902,Census Tract 139.02; Duval County; Florida,1115,0,183,392
1400000US12031013904,Census Tract 139.04; Duval County; Florida,310,0,135,649
1400000US12031013905,Census Tract 139.05; Duval County; Florida,0,0,183,347
1400000US12031013906,Census Tract 139.06; Duval County; Florida,113,0,131,437
1400000US12031014001,Census Tract 140.01; Duval County; Florida,0,90,6,259
1400000US12031014002,Census Tract 140.02; Duval County; Florida,0,0,14,147
1400000US12031014101,Census Tract 141.01; Duval County; Florida,39,0,73,144
1400000US12031014103,Census Tract 141.03; Duval County; Florida,4,0,40,231
1400000US12031014104,Census Tract 141.04; Duval County; Florida,211,0,95,40
1400000US12031014203,Census Tract 142.03; Duval County; Florida,53,0,30,244
1400000US12031014204,Census Tract 142.04; Duval County; Florida,61,21,0,273
1400000US12031014205,Census Tract 142.05; Duval County; Florida,77,0,92,259
1400000US12031014206,Census Tract 142.06; Duval County; Florida,0,0,32,67
1400000US12031014311,Census Tract 143.11; Duval County; Florida,1323,36,135,989
1400000US12031014312,Census Tract 143.12; Duval County; Florida,1240,0,586,865
1400000US12031014328,Census Tract 143.28; Duval County; Florida,906,0,427,668
1400000US12031014329,Census Tract 143.29; Duval County; Florida,324,0,178,652
1400000US12031014330,Census Tract 143.30; Duval County; Florida,116,15,237,91
1400000US12031014331,Census Tract 143.31; Duval County; Florida,400,0,279,1478
1400000US12031014333,Census Tract 143.33; Duval County; Florida,768,0,111,265
1400000US12031014334,Census Tract 143.34; Duval County; Florida,1029,0,387,252
1400000US12031014335,Census Tract 143.35; Duval County; Florida,846,0,500,1215
1400000US12031014336,Census Tract 143.36; Duval County; Florida,962,0,968,863
1400000US12031014338,Census Tract 143.38; Duval County; Florida,744,0,105,884
1400000US12031014339,Census Tract 143.39; Duval County; Florida,305,0,1409,701
1400000US12031014340,Census Tract 143.40; Duval County; Florida,663,0,352,863
1400000US12031014341,Census Tract 143.41; Duval County; Florida,395,0,198,99
1400000US12031014342,Census Tract 143.42; Duval County; Florida,293,9,164,1555
1400000US12031014343,Census Tract 143.43; Duval County; Florida,916,7,696,1819
1400000US12031014344,Census Tract 143.44; Duval County; Florida,747,10,1198,905
1400000US12031014408,Census Tract 144.08; Duval County; Florida,275,7,99,180
1400000US12031014413,Census Tract 144.13; Duval County; Florida,605,80,1762,710
1400000US12031014414,Census Tract 144.14; Duval County; Florida,822,0,658,1999
1400000US12031014415,Census Tract 144.15; Duval County; Florida,863,13,176,1117
1400000US12031014416,Census Tract 144.16; Duval County; Florida,1241,0,558,347
1400000US12031014417,Census Tract 144.17; Duval County; Florida,405,0,1293,1093
1400000US12031014418,Census Tract 144.18; Duval County; Florida,0,0,30,81
1400000US12031014419,Census Tract 144.19; Duval County; Florida,51,0,492,541
1400000US12031014420,Census Tract 144.20; Duval County; Florida,546,0,647,563
1400000US12031014421,Census Tract 144.21; Duval County; Florida,118,0,347,522
1400000US12031014422,Census Tract 144.22; Duval County; Florida,88,0,102,362
1400000US12031014423,Census Tract 144.23; Duval County; Florida,2522,0,916,1833
1400000US12031014424,Census Tract 144.24; Duval County; Florida,854,0,500,533
1400000US12031014425,Census Tract 144.25; Duval County; Florida,880,0,556,597
1400000US12031014426,Census Tract 144.26; Duval County; Florida,954,0,333,383
1400000US12031014427,Census Tract 144.27; Duval County; Florida,11,0,116,905
1400000US12031014428,Census Tract 144.28; Duval County; Florida,690,0,772,1147
1400000US12031014500,Census Tract 145; Duval County; Florida,800,29,269,682
1400000US12031014601,Census Tract 146.01; Duval County; Florida,291,0,423,370
1400000US12031014603,Census Tract 146.03; Duval County; Florida,715,0,0,1432
1400000US12031014604,Census Tract 146.04; Duval County; Florida,1814,0,443,1322
1400000US12031014702,Census Tract 147.02; Duval County; Florida,1329,0,263,283
1400000US12031014703,Census Tract 147.03; Duval County; Florida,613,0,41,101
1400000US12031014704,Census Tract 147.04; Duval County; Florida,2643,61,72,1114
1400000US12031014800,Census Tract 148; Duval County; Florida,2467,0,14,941
1400000US12031014901,Census Tract 149.01; Duval County; Florida,2379,0,233,1208
1400000US12031014902,Census Tract 149.02; Duval County; Florida,2621,79,126,1577
1400000US12031015001,Census Tract 150.01; Duval County; Florida,1895,0,528,823
1400000US12031015002,Census Tract 150.02; Duval County; Florida,1927,0,88,258
1400000US12031015100,Census Tract 151; Duval County; Florida,939,0,125,1208
1400000US12031015200,Census Tract 152; Duval County; Florida,1485,0,136,380
1400000US12031015300,Census Tract 153; Duval County; Florida,967,1,30,349
1400000US12031015400,Census Tract 154; Duval County; Florida,654,0,118,340
1400000US12031015501,Census Tract 155.01; Duval County; Florida,830,6,155,1071
1400000US12031015502,Census Tract 155.02; Duval County; Florida,3131,0,35,1005
1400000US12031015600,Census Tract 156; Duval County; Florida,430,0,39,670
1400000US12031015701,Census Tract 157.01; Duval County; Florida,481,4,190,272
1400000US12031015702,Census Tract 157.02; Duval County; Florida,444,0,74,828
1400000US12031015803,Census Tract 158.03; Duval County; Florida,410,0,28,399
1400000US12031015804,Census Tract 158.04; Duval County; Florida,127,0,68,930
1400000US12031015805,Census Tract 158.05; Duval County; Florida,2397,0,527,1220
1400000US12031015806,Census Tract 158.06; Duval County; Florida,996,0,116,340
1400000US12031015922,Census Tract 159.22; Duval County; Florida,1370,0,101,613
1400000US12031015924,Census Tract 159.24; Duval County; Florida,1288,4,74,439
1400000US12031015925,Census Tract 159.25; Duval County; Florida,1420,0,453,1041
1400000US12031015926,Census Tract 159.26; Duval County; Florida,2865,0,1793,654
1400000US12031015927,Census Tract 159.27; Duval County; Florida,976,0,203,12
1400000US12031015928,Census Tract 159.28; Duval County; Florida,517,0,379,257
1400000US12031015929,Census Tract 159.29; Duval County; Florida,863,0,915,421
1400000US12031016001,Census Tract 160.01; Duval County; Florida,471,0,128,1611
1400000US12031016002,Census Tract 160.02; Duval County; Florida,754,0,353,481
1400000US12031016101,Census Tract 161.01; Duval County; Florida,819,0,1010,649
1400000US12031016102,Census Tract 161.02; Duval County; Florida,704,0,386,821
1400000US12031016200,Census Tract 162; Duval County; Florida,448,0,88,749
1400000US12031016300,Census Tract 163; Duval County; Florida,443,0,261,439
1400000US12031016400,Census Tract 164; Duval County; Florida,338,41,1,213
1400000US12031016500,Census Tract 165; Duval County; Florida,321,0,333,252
1400000US12031016603,Census Tract 166.03; Duval County; Florida,172,7,72,364
1400000US12031016604,Census Tract 166.04; Duval County; Florida,201,22,160,1224
1400000US12031016605,Census Tract 166.05; Duval County; Florida,773,0,126,415
1400000US12031016606,Census Tract 166.06; Duval County; Florida,1922,0,58,1413
1400000US12031016711,Census Tract 167.11; Duval County; Florida,104,0,62,388
1400000US12031016724,Census Tract 167.24; Duval County; Florida,558,0,243,1354
1400000US12031016725,Census Tract 167.25; Duval County; Florida,988,5,64,952
1400000US12031016726,Census Tract 167.26; Duval County; Florida,314,0,154,906
1400000US12031016727,Census Tract 167.27; Duval County; Florida,273,0,17,693
1400000US12031016728,Census Tract 167.28; Duval County; Florida,441,0,526,422
1400000US12031016729,Census Tract 167.29; Duval County; Florida,564,0,162,1425
1400000US12031016730,Census Tract 167.30; Duval County; Florida,0,0,956,440
1400000US12031016731,Census Tract 167.31; Duval County; Florida,913,0,0,434
1400000US12031016801,Census Tract 168.01; Duval County; Florida,1,0,55,155
1400000US12031016803,Census Tract 168.03; Duval County; Florida,252,0,63,448
1400000US12031016804,Census Tract 168.04; Duval County; Florida,705,0,266,430
1400000US12031016807,Census Tract 168.07; Duval County; Florida,321,0,213,835
1400000US12031016808,Census Tract 168.08; Duval County; Florida,394,0,35,501
1400000US12031016809,Census Tract 168.09; Duval County; Florida,528,0,836,209
1400000US12031016810,Census Tract 168.10; Duval County; Florida,183,0,168,213
1400000US12031016811,Census Tract 168.11; Duval County; Florida,534,0,530,707
1400000US12031016812,Census Tract 168.12; Duval County; Florida,538,0,100,1062
1400000US12031016813,Census Tract 168.13; Duval County; Florida,567,0,478,712
1400000US12031017101,Census Tract 171.01; Duval County; Florida,425,0,423,349
1400000US12031017102,Census Tract 171.02; Duval County; Florida,508,0,52,38
1400000US12031017200,Census Tract 172; Duval County; Florida,1407,0,30,302
1400000US12031017300,Census Tract 173; Duval County; Florida,1725,11,101,1025
1400000US12031017400,Census Tract 174; Duval County; Florida,2605,15,10,30
1400000US12031990000,Census Tract 9900; Duval County; Florida,0,0,0,0
1400000US12033000100,Census Tract 1; Escambia County; Florida,556,0,1,22
1400000US12033000300,Census Tract 3; Escambia County; Florida,502,0,31,144
1400000US12033000400,Census Tract 4; Escambia County; Florida,2487,0,16,163
1400000US12033000500,Census Tract 5; Escambia County; Florida,246,0,47,84
1400000US12033000600,Census Tract 6; Escambia County; Florida,608,0,0,161
1400000US12033000801,Census Tract 8.01; Escambia County; Florida,379,21,0,90
1400000US12033000802,Census Tract 8.02; Escambia County; Florida,543,0,0,171
1400000US12033000900,Census Tract 9; Escambia County; Florida,68,0,23,79
1400000US12033001001,Census Tract 10.01; Escambia County; Florida,31,0,14,145
1400000US12033001002,Census Tract 10.02; Escambia County; Florida,68,9,55,101
1400000US12033001101,Census Tract 11.01; Escambia County; Florida,214,0,569,272
1400000US12033001103,Census Tract 11.03; Escambia County; Florida,102,4,0,139
1400000US12033001104,Census Tract 11.04; Escambia County; Florida,892,0,136,410
1400000US12033001201,Census Tract 12.01; Escambia County; Florida,968,8,414,229
1400000US12033001202,Census Tract 12.02; Escambia County; Florida,1144,7,41,243
1400000US12033001300,Census Tract 13; Escambia County; Florida,2212,0,82,133
1400000US12033001401,Census Tract 14.01; Escambia County; Florida,187,19,280,469
1400000US12033001402,Census Tract 14.02; Escambia County; Florida,1983,0,107,1029
1400000US12033001500,Census Tract 15; Escambia County; Florida,724,2,0,43
1400000US12033001600,Census Tract 16; Escambia County; Florida,1433,0,10,84
1400000US12033001700,Census Tract 17; Escambia County; Florida,1386,3,42,39
1400000US12033001800,Census Tract 18; Escambia County; Florida,943,0,38,94
1400000US12033001900,Census Tract 19; Escambia County; Florida,723,0,24,216
1400000US12033002000,Census Tract 20; Escambia County; Florida,1254,0,0,155
1400000US12033002100,Census Tract 21; Escambia County; Florida,1868,18,82,207
1400000US12033002200,Census Tract 22; Escambia County; Florida,704,6,30,71
1400000US12033002300,Census Tract 23; Escambia County; Florida,43,0,67,882
1400000US12033002400,Census Tract 24; Escambia County; Florida,747,0,130,1518
1400000US12033002500,Census Tract 25; Escambia County; Florida,25,27,23,71
1400000US12033002601,Census Tract 26.01; Escambia County; Florida,151,0,337,366
1400000US12033002602,Census Tract 26.02; Escambia County; Florida,42,0,25,35
1400000US12033002604,Census Tract 26.04; Escambia County; Florida,69,2,75,238
1400000US12033002605,Census Tract 26.05; Escambia County; Florida,720,10,227,398
1400000US12033002606,Census Tract 26.06; Escambia County; Florida,48,0,133,57
1400000US12033002607,Census Tract 26.07; Escambia County; Florida,405,0,124,196
1400000US12033002701,Census Tract 27.01; Escambia County; Florida,384,9,564,98
1400000US12033002703,Census Tract 27.03; Escambia County; Florida,768,0,27,447
1400000US12033002704,Census Tract 27.04; Escambia County; Florida,837,19,238,131
1400000US12033002801,Census Tract 28.01; Escambia County; Florida,653,18,8,53
1400000US12033002802,Census Tract 28.02; Escambia County; Florida,1210,0,243,165
1400000US12033002803,Census Tract 28.03; Escambia County; Florida,1319,0,91,0
1400000US12033002804,Census Tract 28.04; Escambia County; Florida,468,17,205,718
1400000US12033002900,Census Tract 29; Escambia County; Florida,703,31,149,487
1400000US12033003001,Census Tract 30.01; Escambia County; Florida,1535,0,15,240
1400000US12033003002,Census Tract 30.02; Escambia County; Florida,1059,0,87,259
1400000US12033003100,Census Tract 31; Escambia County; Florida,2565,0,153,841
1400000US12033003201,Census Tract 32.01; Escambia County; Florida,2858,0,133,554
1400000US12033003203,Census Tract 32.03; Escambia County; Florida,2006,29,138,544
1400000US12033003204,Census Tract 32.04; Escambia County; Florida,282,53,93,164
1400000US12033003301,Census Tract 33.01; Escambia County; Florida,932,23,132,251
1400000US12033003305,Census Tract 33.05; Escambia County; Florida,636,0,39,283
1400000US12033003307,Census Tract 33.07; Escambia County; Florida,534,0,167,147
1400000US12033003308,Census Tract 33.08; Escambia County; Florida,1038,5,71,223
1400000US12033003310,Census Tract 33.10; Escambia County; Florida,1577,28,216,116
1400000US12033003311,Census Tract 33.11; Escambia County; Florida,655,28,34,26
1400000US12033003312,Census Tract 33.12; Escambia County; Florida,692,8,147,212
1400000US12033003313,Census Tract 33.13; Escambia County; Florida,1071,7,100,123
1400000US12033003400,Census Tract 34; Escambia County; Florida,1761,5,231,248
1400000US12033003505,Census Tract 35.05; Escambia County; Florida,755,0,61,535
1400000US12033003506,Census Tract 35.06; Escambia County; Florida,1083,0,49,162
1400000US12033003507,Census Tract 35.07; Escambia County; Florida,1092,31,71,565
1400000US12033003509,Census Tract 35.09; Escambia County; Florida,1577,0,185,278
1400000US12033003510,Census Tract 35.10; Escambia County; Florida,760,9,0,282
1400000US12033003511,Census Tract 35.11; Escambia County; Florida,110,4,37,180
1400000US12033003512,Census Tract 35.12; Escambia County; Florida,1445,0,46,175
1400000US12033003603,Census Tract 36.03; Escambia County; Florida,814,0,498,536
1400000US12033003607,Census Tract 36.07; Escambia County; Florida,576,6,123,255
1400000US12033003608,Census Tract 36.08; Escambia County; Florida,2098,0,70,484
1400000US12033003609,Census Tract 36.09; Escambia County; Florida,358,7,106,195
1400000US12033003610,Census Tract 36.10; Escambia County; Florida,860,0,322,751
1400000US12033003611,Census Tract 36.11; Escambia County; Florida,584,0,336,360
1400000US12033003612,Census Tract 36.12; Escambia County; Florida,458,12,85,119
1400000US12033003613,Census Tract 36.13; Escambia County; Florida,462,19,169,115
1400000US12033003614,Census Tract 36.14; Escambia County; Florida,969,0,327,146
1400000US12033003700,Census Tract 37; Escambia County; Florida,1342,81,81,300
1400000US12033003800,Census Tract 38; Escambia County; Florida,273,37,0,428
1400000US12033003900,Census Tract 39; Escambia County; Florida,163,74,29,182
1400000US12033004000,Census Tract 40; Escambia County; Florida,2173,0,12,281
1400000US12033990000,Census Tract 9900; Escambia County; Florida,0,0,0,0
1400000US12035060103,Census Tract 601.03; Flagler County; Florida,98,0,0,208
1400000US12035060104,Census Tract 601.04; Flagler County; Florida,178,0,397,550
1400000US12035060105,Census Tract 601.05; Flagler County; Florida,7,0,58,507
1400000US12035060106,Census Tract 601.06; Flagler County; Florida,1,0,103,126
1400000US12035060107,Census Tract 601.07; Flagler County; Florida,156,16,62,738
1400000US12035060206,Census Tract 602.06; Flagler County; Florida,307,0,0,132
1400000US12035060207,Census Tract 602.07; Flagler County; Florida,771,0,59,750
1400000US12035060208,Census Tract 602.08; Flagler County; Florida,925,0,221,778
1400000US12035060210,Census Tract 602.10; Flagler County; Florida,593,22,96,536
1400000US12035060211,Census Tract 602.11; Flagler County; Florida,830,0,137,466
1400000US12035060212,Census Tract 602.12; Flagler County; Florida,772,10,204,1401
1400000US12035060213,Census Tract 602.13; Flagler County; Florida,1314,14,76,1547
1400000US12035060214,Census Tract 602.14; Flagler County; Florida,1097,0,76,2085
1400000US12035060215,Census Tract 602.15; Flagler County; Florida,509,0,116,784
1400000US12035060216,Census Tract 602.16; Flagler County; Florida,545,0,148,706
1400000US12035060217,Census Tract 602.17; Flagler County; Florida,1193,20,192,266
1400000US12035060218,Census Tract 602.18; Flagler County; Florida,435,7,196,324
1400000US12035060219,Census Tract 602.19; Flagler County; Florida,688,0,32,673
1400000US12035060220,Census Tract 602.20; Flagler County; Florida,464,0,21,225
1400000US12035060301,Census Tract 603.01; Flagler County; Florida,239,0,264,372
1400000US12035060302,Census Tract 603.02; Flagler County; Florida,45,31,20,254
1400000US12035060303,Census Tract 603.03; Flagler County; Florida,0,0,60,42
1400000US12035060304,Census Tract 603.04; Flagler County; Florida,0,11,126,125
1400000US12035990000,Census Tract 9900; Flagler County; Florida,0,0,0,0
1400000US12037970101,Census Tract 9701.01; Franklin County; Florida,659,8,9,352
1400000US12037970102,Census Tract 9701.02; Franklin County; Florida,15,0,0,58
1400000US12037970200,Census Tract 9702; Franklin County; Florida,35,0,0,168
1400000US12037970302,Census Tract 9703.02; Franklin County; Florida,453,0,8,0
1400000US12037970304,Census Tract 9703.04; Franklin County; Florida,168,0,22,97
1400000US12037990000,Census Tract 9900; Franklin County; Florida,0,0,0,0
1400000US12037990100,Census Tract 9901; Franklin County; Florida,0,0,0,0
1400000US12039020101,Census Tract 201.01; Gadsden County; Florida,1127,4,0,258
1400000US12039020103,Census Tract 201.03; Gadsden County; Florida,511,0,0,479
1400000US12039020104,Census Tract 201.04; Gadsden County; Florida,1973,0,0,218
1400000US12039020300,Census Tract 203; Gadsden County; Florida,3237,0,3,368
1400000US12039020400,Census Tract 204; Gadsden County; Florida,2494,0,16,358
1400000US12039020500,Census Tract 205; Gadsden County; Florida,3018,0,0,843
1400000US12039020600,Census Tract 206; Gadsden County; Florida,3699,0,0,268
1400000US12039020701,Census Tract 207.01; Gadsden County; Florida,2354,8,13,642
1400000US12039020702,Census Tract 207.02; Gadsden County; Florida,4381,32,27,586
1400000US12039020800,Census Tract 208; Gadsden County; Florida,1054,2,0,1160
1400000US12041950100,Census Tract 9501; Gilchrist County; Florida,3,0,0,368
1400000US12041950201,Census Tract 9502.01; Gilchrist County; Florida,40,0,7,50
1400000US12041950202,Census Tract 9502.02; Gilchrist County; Florida,300,3,16,157
1400000US12041950203,Census Tract 9502.03; Gilchrist County; Florida,33,3,4,303
1400000US12041950204,Census Tract 9502.04; Gilchrist County; Florida,185,11,15,500
1400000US12043000100,Census Tract 1; Glades County; Florida,0,0,33,17
1400000US12043000201,Census Tract 2.01; Glades County; Florida,79,20,0,1465
1400000US12043000202,Census Tract 2.02; Glades County; Florida,802,49,0,1259
1400000US12043000300,Census Tract 3; Glades County; Florida,931,287,10,348
1400000US12043990000,Census Tract 9900; Glades County; Florida,0,0,0,0
1400000US12045960101,Census Tract 9601.01; Gulf County; Florida,159,21,37,82
1400000US12045960102,Census Tract 9601.02; Gulf County; Florida,1358,8,0,342
1400000US12045960200,Census Tract 9602; Gulf County; Florida,335,0,0,70
1400000US12045960301,Census Tract 9603.01; Gulf County; Florida,141,0,14,17
1400000US12045960302,Census Tract 9603.02; Gulf County; Florida,44,0,16,145
1400000US12045990000,Census Tract 9900; Gulf County; Florida,0,0,0,0
1400000US12047960101,Census Tract 9601.01; Hamilton County; Florida,1661,0,52,240
1400000US12047960102,Census Tract 9601.02; Hamilton County; Florida,620,11,0,228
1400000US12047960103,Census Tract 9601.03; Hamilton County; Florida,405,0,0,76
1400000US12047960201,Census Tract 9602.01; Hamilton County; Florida,0,26,0,123
1400000US12047960202,Census Tract 9602.02; Hamilton County; Florida,941,33,14,801
1400000US12047960300,Census Tract 9603; Hamilton County; Florida,519,1,0,10
1400000US12049970101,Census Tract 9701.01; Hardee County; Florida,7,0,119,1859
1400000US12049970102,Census Tract 9701.02; Hardee County; Florida,124,0,73,1410
1400000US12049970201,Census Tract 9702.01; Hardee County; Florida,140,0,0,1467
1400000US12049970202,Census Tract 9702.02; Hardee County; Florida,0,0,1,24
1400000US12049970301,Census Tract 9703.01; Hardee County; Florida,86,0,35,2730
1400000US12049970302,Census Tract 9703.02; Hardee County; Florida,610,4,39,799
1400000US12049970401,Census Tract 9704.01; Hardee County; Florida,258,0,0,1892
1400000US12049970402,Census Tract 9704.02; Hardee County; Florida,417,0,15,532
1400000US12051000101,Census Tract 1.01; Hendry County; Florida,401,8,71,1932
1400000US12051000102,Census Tract 1.02; Hendry County; Florida,125,0,81,1869
1400000US12051000200,Census Tract 2; Hendry County; Florida,3160,0,237,3319
1400000US12051000300,Census Tract 3; Hendry County; Florida,210,0,40,5817
1400000US12051000401,Census Tract 4.01; Hendry County; Florida,10,0,0,2076
1400000US12051000403,Census Tract 4.03; Hendry County; Florida,175,17,0,3058
1400000US12051000404,Census Tract 4.04; Hendry County; Florida,42,0,0,1687
1400000US12051000601,Census Tract 6.01; Hendry County; Florida,179,405,0,215
1400000US12051000602,Census Tract 6.02; Hendry County; Florida,11,70,0,3101
1400000US12051990000,Census Tract 9900; Hendry County; Florida,0,0,0,0
1400000US12053040101,Census Tract 401.01; Hernando County; Florida,289,0,52,829
1400000US12053040102,Census Tract 401.02; Hernando County; Florida,63,0,18,177
1400000US12053040201,Census Tract 402.01; Hernando County; Florida,120,26,0,141
1400000US12053040202,Census Tract 402.02; Hernando County; Florida,858,41,0,979
1400000US12053040301,Census Tract 403.01; Hernando County; Florida,57,8,13,282
1400000US12053040302,Census Tract 403.02; Hernando County; Florida,147,12,45,290
1400000US12053040303,Census Tract 403.03; Hernando County; Florida,13,18,0,124
1400000US12053040400,Census Tract 404; Hernando County; Florida,930,0,0,304
1400000US12053040501,Census Tract 405.01; Hernando County; Florida,534,0,14,889
1400000US12053040502,Census Tract 405.02; Hernando County; Florida,288,0,31,340
1400000US12053040601,Census Tract 406.01; Hernando County; Florida,81,0,29,555
1400000US12053040602,Census Tract 406.02; Hernando County; Florida,21,0,0,264
1400000US12053040701,Census Tract 407.01; Hernando County; Florida,106,31,0,1480
1400000US12053040702,Census Tract 407.02; Hernando County; Florida,175,15,111,431
1400000US12053040801,Census Tract 408.01; Hernando County; Florida,0,21,85,157
1400000US12053040802,Census Tract 408.02; Hernando County; Florida,0,0,0,182
1400000US12053040901,Census Tract 409.01; Hernando County; Florida,166,0,45,1182
1400000US12053040906,Census Tract 409.06; Hernando County; Florida,645,0,229,1590
1400000US12053040907,Census Tract 409.07; Hernando County; Florida,67,0,21,598
1400000US12053040908,Census Tract 409.08; Hernando County; Florida,537,15,641,1904
1400000US12053040909,Census Tract 409.09; Hernando County; Florida,445,45,153,856
1400000US12053040910,Census Tract 409.10; Hernando County; Florida,11,14,57,927
1400000US12053040911,Census Tract 409.11; Hernando County; Florida,371,7,141,1177
1400000US12053040912,Census Tract 409.12; Hernando County; Florida,48,0,21,698
1400000US12053040913,Census Tract 409.13; Hernando County; Florida,21,0,18,268
1400000US12053041003,Census Tract 410.03; Hernando County; Florida,79,0,307,881
1400000US12053041004,Census Tract 410.04; Hernando County; Florida,257,53,16,747
1400000US12053041005,Census Tract 410.05; Hernando County; Florida,102,4,164,671
1400000US12053041006,Census Tract 410.06; Hernando County; Florida,758,0,0,2000
1400000US12053041103,Census Tract 411.03; Hernando County; Florida,6,0,111,671
