CountyCode,CountyName,ElectionName,PrecinctID,RegisteredTotal,RegisteredRepublican,RegisteredDemocrat,ContestName,District,YesVotes,NoVotes,key
CLL,Collier,2024 General Election,145,5073,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1927,2212,CLL145
CLL,Collier,2024 General Election,150,2362,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,931,1116,CLL150
CLL,Collier,2024 General Election,155,5249,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2115,2154,CLL155
CLL,Collier,2024 General Election,156,4893,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1888,1598,CLL156
CLL,Collier,2024 General Election,159,2944,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1165,1422,CLL159
CLL,Collier,2024 General Election,189,279,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,126,98,CLL189
CLL,Collier,2024 General Election,190,4715,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1758,2166,CLL190
CLL,Collier,2024 General Election,193,4660,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1676,2180,CLL193
CLL,Collier,2024 General Election,194,4936,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1699,2352,CLL194
CLL,Collier,2024 General Election,202,4470,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1829,1859,CLL202
CLL,Collier,2024 General Election,203,5708,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2157,2656,CLL203
CLL,Collier,2024 General Election,204,4132,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1513,1840,CLL204
CLL,Collier,2024 General Election,205,4841,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1767,2343,CLL205
CLL,Collier,2024 General Election,221,4712,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1827,1982,CLL221
CLL,Collier,2024 General Election,222,4443,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1688,1999,CLL222
CLL,Collier,2024 General Election,223,4477,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1871,1643,CLL223
CLL,Collier,2024 General Election,242,3607,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1305,1692,CLL242
CLL,Collier,2024 General Election,251,5211,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1969,2122,CLL251
CLL,Collier,2024 General Election,252,2735,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,927,1390,CLL252
CLL,Collier,2024 General Election,255,6076,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2196,2887,CLL255
CLL,Collier,2024 General Election,257,3363,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1235,1577,CLL257
CLL,Collier,2024 General Election,258,3905,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1462,1711,CLL258
CLL,Collier,2024 General Election,303,5347,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2029,2315,CLL303
CLL,Collier,2024 General Election,304,4601,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1764,1956,CLL304
CLL,Collier,2024 General Election,305,4163,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1622,1829,CLL305
CLL,Collier,2024 General Election,310,3724,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1406,1626,CLL310
CLL,Collier,2024 General Election,313,4961,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1903,2014,CLL313
CLL,Collier,2024 General Election,315,2557,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,895,1289,CLL315
CLL,Collier,2024 General Election,317,3357,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1233,1646,CLL317
CLL,Collier,2024 General Election,322,3842,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1413,1723,CLL322
CLL,Collier,2024 General Election,323,5631,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1927,1673,CLL323
CLL,Collier,2024 General Election,324,5045,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1811,1810,CLL324
CLL,Collier,2024 General Election,350,1841,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,626,853,CLL350
CLL,Collier,2024 General Election,351,5428,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2015,2491,CLL351
CLL,Collier,2024 General Election,414,3502,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1390,1361,CLL414
CLL,Collier,2024 General Election,418,4898,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1873,2022,CLL418
CLL,Collier,2024 General Election,428,3760,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1402,1564,CLL428
CLL,Collier,2024 General Election,430,3537,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1460,1200,CLL430
CLL,Collier,2024 General Election,431,1935,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,776,828,CLL431
CLL,Collier,2024 General Election,434,6310,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2510,2214,CLL434
CLL,Collier,2024 General Election,435,4899,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2059,1747,CLL435
CLL,Collier,2024 General Election,438,2636,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1049,1130,CLL438
CLL,Collier,2024 General Election,439,2731,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1158,1034,CLL439
CLL,Collier,2024 General Election,440,4931,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1888,2044,CLL440
CLL,Collier,2024 General Election,450,116,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,45,32,CLL450
CLL,Collier,2024 General Election,462,3571,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1200,1777,CLL462
CLL,Collier,2024 General Election,464,4144,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1443,2023,CLL464
CLL,Collier,2024 General Election,472,979,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,376,362,CLL472
CLL,Collier,2024 General Election,475,1203,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,488,513,CLL475
CLL,Collier,2024 General Election,477,4220,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1464,2032,CLL477
CLL,Collier,2024 General Election,479,2081,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,818,926,CLL479
CLL,Collier,2024 General Election,502,690,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,307,260,CLL502
CLL,Collier,2024 General Election,552,6050,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2240,2510,CLL552
CLL,Collier,2024 General Election,554,5394,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2070,2001,CLL554
CLL,Collier,2024 General Election,590,5095,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1830,1920,CLL590
CLL,Collier,2024 General Election,591,5422,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1978,2127,CLL591
CLL,Collier,2024 General Election,592,5433,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2078,2335,CLL592
CLL,Collier,2024 General Election,593,3432,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,990,1781,CLL593
CLL,Collier,2024 General Election,594,5511,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1769,1189,CLL594
CLL,Collier,2024 General Election,595,3633,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1085,2054,CLL595
CLM,Columbia,2024 General Election,15,635,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,239,288,CLM15
CLM,Columbia,2024 General Election,16,2255,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,934,864,CLM16
CLM,Columbia,2024 General Election,17,1352,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,540,371,CLM17
CLM,Columbia,2024 General Election,18,254,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,97,91,CLM18
CLM,Columbia,2024 General Election,19,183,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,90,47,CLM19
CLM,Columbia,2024 General Election,21,1752,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,667,744,CLM21
CLM,Columbia,2024 General Election,22,5337,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2345,1964,CLM22
CLM,Columbia,2024 General Election,23,2121,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,781,944,CLM23
CLM,Columbia,2024 General Election,31,3417,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1210,1650,CLM31
CLM,Columbia,2024 General Election,33,5958,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2195,2508,CLM33
CLM,Columbia,2024 General Election,41,2032,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,760,802,CLM41
CLM,Columbia,2024 General Election,42,345,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,112,184,CLM42
CLM,Columbia,2024 General Election,43,2638,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,991,1163,CLM43
CLM,Columbia,2024 General Election,45,76,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,31,35,CLM45
CLM,Columbia,2024 General Election,46,487,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,195,192,CLM46
CLM,Columbia,2024 General Election,47,813,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,319,336,CLM47
CLM,Columbia,2024 General Election,48,2084,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,822,876,CLM48
CLM,Columbia,2024 General Election,50,229,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,93,79,CLM50
CLM,Columbia,2024 General Election,51,2360,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,835,1061,CLM51
CLM,Columbia,2024 General Election,52,2689,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,988,1252,CLM52
CLM,Columbia,2024 General Election,110,1552,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,769,299,CLM110
CLM,Columbia,2024 General Election,112,569,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,257,112,CLM112
CLM,Columbia,2024 General Election,132,0,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,CLM132
CLM,Columbia,2024 General Election,444,0,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,CLM444
CLM,Columbia,2024 General Election,513,74,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,26,31,CLM513
CLM,Columbia,2024 General Election,533,50,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,21,15,CLM533
CLM,Columbia,2024 General Election,553,1180,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,506,304,CLM553
CLM,Columbia,2024 General Election,554,1537,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,667,518,CLM554
DAD,Miami-Dade,2024 General Election,001.0,744,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,295,259,DAD001.0
DAD,Miami-Dade,2024 General Election,002.0,1854,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,526,584,DAD002.0
DAD,Miami-Dade,2024 General Election,003.0,2607,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,793,851,DAD003.0
DAD,Miami-Dade,2024 General Election,004.0,2670,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,810,851,DAD004.0
DAD,Miami-Dade,2024 General Election,005.0,3518,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1224,1170,DAD005.0
DAD,Miami-Dade,2024 General Election,006.0,1975,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,678,736,DAD006.0
DAD,Miami-Dade,2024 General Election,007.0,3342,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1473,1090,DAD007.0
DAD,Miami-Dade,2024 General Election,009.0,3804,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1497,1316,DAD009.0
DAD,Miami-Dade,2024 General Election,010.0,55,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,21,15,DAD010.0
DAD,Miami-Dade,2024 General Election,011.0,1876,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,773,440,DAD011.0
DAD,Miami-Dade,2024 General Election,013.0,2355,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,876,610,DAD013.0
DAD,Miami-Dade,2024 General Election,014.0,2771,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1125,735,DAD014.0
DAD,Miami-Dade,2024 General Election,015.0,922,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,414,278,DAD015.0
DAD,Miami-Dade,2024 General Election,016.0,1717,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,832,422,DAD016.0
DAD,Miami-Dade,2024 General Election,017.0,2559,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1115,702,DAD017.0
DAD,Miami-Dade,2024 General Election,018.0,2440,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1063,566,DAD018.0
DAD,Miami-Dade,2024 General Election,019.0,877,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,316,252,DAD019.0
DAD,Miami-Dade,2024 General Election,020.0,2002,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,891,590,DAD020.0
DAD,Miami-Dade,2024 General Election,023.0,3337,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1401,1100,DAD023.0
DAD,Miami-Dade,2024 General Election,024.0,3097,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1437,895,DAD024.0
DAD,Miami-Dade,2024 General Election,025.0,1922,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,717,624,DAD025.0
DAD,Miami-Dade,2024 General Election,027.0,635,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,227,181,DAD027.0
DAD,Miami-Dade,2024 General Election,028.0,1283,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,484,376,DAD028.0
DAD,Miami-Dade,2024 General Election,030.0,3168,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1732,811,DAD030.0
DAD,Miami-Dade,2024 General Election,031.0,1216,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,574,314,DAD031.0
DAD,Miami-Dade,2024 General Election,032.0,2251,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,839,676,DAD032.0
DAD,Miami-Dade,2024 General Election,033.0,3076,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1488,659,DAD033.0
DAD,Miami-Dade,2024 General Election,036.0,3224,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1654,711,DAD036.0
DAD,Miami-Dade,2024 General Election,041.0,3928,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1804,824,DAD041.0
DAD,Miami-Dade,2024 General Election,042.0,2030,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,958,411,DAD042.0
DAD,Miami-Dade,2024 General Election,043.0,996,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,428,234,DAD043.0
DAD,Miami-Dade,2024 General Election,047.0,426,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,158,142,DAD047.0
DAD,Miami-Dade,2024 General Election,048.0,5193,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2280,1402,DAD048.0
DAD,Miami-Dade,2024 General Election,051.0,8396,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3117,3225,DAD051.0
DAD,Miami-Dade,2024 General Election,052.0,15,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,9,4,DAD052.0
DAD,Miami-Dade,2024 General Election,053.0,0,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,DAD053.0
DAD,Miami-Dade,2024 General Election,067.0,2122,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,704,663,DAD067.0
DAD,Miami-Dade,2024 General Election,068.0,2,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,DAD068.0
DAD,Miami-Dade,2024 General Election,099.0,1913,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,862,645,DAD099.0
DAD,Miami-Dade,2024 General Election,100.0,3199,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,902,339,DAD100.0
DAD,Miami-Dade,2024 General Election,101.0,2495,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1089,813,DAD101.0
DAD,Miami-Dade,2024 General Election,102.0,7290,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2885,2508,DAD102.0
DAD,Miami-Dade,2024 General Election,103.0,6286,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2369,2175,DAD103.0
DAD,Miami-Dade,2024 General Election,104.0,569,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,291,160,DAD104.0
DAD,Miami-Dade,2024 General Election,105.0,1055,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,480,303,DAD105.0
DAD,Miami-Dade,2024 General Election,106.0,2107,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,787,671,DAD106.0
DAD,Miami-Dade,2024 General Election,107.0,448,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,137,137,DAD107.0
DAD,Miami-Dade,2024 General Election,108.0,2391,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,763,682,DAD108.0
DAD,Miami-Dade,2024 General Election,109.0,677,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,281,210,DAD109.0
DAD,Miami-Dade,2024 General Election,110.0,1443,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,638,384,DAD110.0
DAD,Miami-Dade,2024 General Election,111.0,3630,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1458,1163,DAD111.0
DAD,Miami-Dade,2024 General Election,112.0,506,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,177,152,DAD112.0
DAD,Miami-Dade,2024 General Election,113.0,1206,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,416,423,DAD113.0
DAD,Miami-Dade,2024 General Election,114.0,2386,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,887,848,DAD114.0
DAD,Miami-Dade,2024 General Election,115.0,4114,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1362,1209,DAD115.0
DAD,Miami-Dade,2024 General Election,116.0,1351,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,395,479,DAD116.0
DAD,Miami-Dade,2024 General Election,117.0,3419,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1208,799,DAD117.0
DAD,Miami-Dade,2024 General Election,118.0,0,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,DAD118.0
DAD,Miami-Dade,2024 General Election,119.0,2120,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,582,648,DAD119.0
DAD,Miami-Dade,2024 General Election,120.0,693,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,156,253,DAD120.0
DAD,Miami-Dade,2024 General Election,121.0,838,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,292,201,DAD121.0
DAD,Miami-Dade,2024 General Election,123.0,2165,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,734,533,DAD123.0
DAD,Miami-Dade,2024 General Election,124.0,3794,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1477,1205,DAD124.0
DAD,Miami-Dade,2024 General Election,125.0,510,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,143,134,DAD125.0
DAD,Miami-Dade,2024 General Election,126.0,1843,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,725,410,DAD126.0
DAD,Miami-Dade,2024 General Election,127.0,3468,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1289,705,DAD127.0
DAD,Miami-Dade,2024 General Election,128.0,1707,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,564,376,DAD128.0
DAD,Miami-Dade,2024 General Election,129.0,2616,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,926,613,DAD129.0
DAD,Miami-Dade,2024 General Election,130.0,3426,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1218,759,DAD130.0
DAD,Miami-Dade,2024 General Election,131.0,2677,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1015,640,DAD131.0
DAD,Miami-Dade,2024 General Election,132.0,1374,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,529,298,DAD132.0
DAD,Miami-Dade,2024 General Election,133.0,1350,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,480,366,DAD133.0
DAD,Miami-Dade,2024 General Election,134.0,2435,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,870,565,DAD134.0
DAD,Miami-Dade,2024 General Election,135.0,2606,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,861,611,DAD135.0
DAD,Miami-Dade,2024 General Election,136.0,3247,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1229,751,DAD136.0
DAD,Miami-Dade,2024 General Election,137.0,385,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,162,87,DAD137.0
DAD,Miami-Dade,2024 General Election,138.0,1724,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,635,349,DAD138.0
DAD,Miami-Dade,2024 General Election,139.0,708,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,204,159,DAD139.0
DAD,Miami-Dade,2024 General Election,140.0,2817,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,966,639,DAD140.0
DAD,Miami-Dade,2024 General Election,141.0,2127,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,715,465,DAD141.0
DAD,Miami-Dade,2024 General Election,142.0,2762,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1050,614,DAD142.0
DAD,Miami-Dade,2024 General Election,143.0,1451,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,510,396,DAD143.0
DAD,Miami-Dade,2024 General Election,144.0,249,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,88,66,DAD144.0
DAD,Miami-Dade,2024 General Election,145.0,526,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,211,116,DAD145.0
DAD,Miami-Dade,2024 General Election,146.0,3380,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1436,1000,DAD146.0
DAD,Miami-Dade,2024 General Election,147.0,0,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,DAD147.0
DAD,Miami-Dade,2024 General Election,148.0,2071,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,808,576,DAD148.0
DAD,Miami-Dade,2024 General Election,149.0,2330,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1108,623,DAD149.0
DAD,Miami-Dade,2024 General Election,150.0,689,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,258,142,DAD150.0
DAD,Miami-Dade,2024 General Election,151.0,813,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,318,186,DAD151.0
DAD,Miami-Dade,2024 General Election,152.0,1702,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,680,407,DAD152.0
DAD,Miami-Dade,2024 General Election,153.0,763,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,244,164,DAD153.0
DAD,Miami-Dade,2024 General Election,154.0,1402,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,700,306,DAD154.0
DAD,Miami-Dade,2024 General Election,155.0,1533,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,783,387,DAD155.0
DAD,Miami-Dade,2024 General Election,156.0,1706,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,917,482,DAD156.0
DAD,Miami-Dade,2024 General Election,157.0,1470,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,722,481,DAD157.0
DAD,Miami-Dade,2024 General Election,158.0,588,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,251,170,DAD158.0
DAD,Miami-Dade,2024 General Election,159.0,1484,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,786,318,DAD159.0
DAD,Miami-Dade,2024 General Election,160.0,1171,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,396,260,DAD160.0
DAD,Miami-Dade,2024 General Election,161.0,1597,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,575,302,DAD161.0
DAD,Miami-Dade,2024 General Election,162.0,1563,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,490,273,DAD162.0
DAD,Miami-Dade,2024 General Election,163.0,1363,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,503,280,DAD163.0
DAD,Miami-Dade,2024 General Election,164.0,1844,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,673,364,DAD164.0
DAD,Miami-Dade,2024 General Election,165.0,355,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,131,106,DAD165.0
DAD,Miami-Dade,2024 General Election,166.0,420,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,150,99,DAD166.0
DAD,Miami-Dade,2024 General Election,168.0,5,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,5,0,DAD168.0
DAD,Miami-Dade,2024 General Election,169.0,457,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,192,118,DAD169.0
DAD,Miami-Dade,2024 General Election,172.0,664,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,228,121,DAD172.0
DAD,Miami-Dade,2024 General Election,173.0,439,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,171,94,DAD173.0
DAD,Miami-Dade,2024 General Election,174.0,168,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,71,35,DAD174.0
DAD,Miami-Dade,2024 General Election,175.0,0,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,0,0,DAD175.0
DAD,Miami-Dade,2024 General Election,176.0,776,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,255,201,DAD176.0
DAD,Miami-Dade,2024 General Election,177.0,2071,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1040,524,DAD177.0
DAD,Miami-Dade,2024 General Election,178.0,1119,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,370,258,DAD178.0
DAD,Miami-Dade,2024 General Election,179.0,958,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,525,250,DAD179.0
DAD,Miami-Dade,2024 General Election,180.0,27,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,12,10,DAD180.0
DAD,Miami-Dade,2024 General Election,181.0,245,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,106,82,DAD181.0
DAD,Miami-Dade,2024 General Election,182.0,1332,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,510,330,DAD182.0
DAD,Miami-Dade,2024 General Election,183.0,347,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,103,67,DAD183.0
DAD,Miami-Dade,2024 General Election,184.0,109,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,41,21,DAD184.0
DAD,Miami-Dade,2024 General Election,185.0,496,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,216,110,DAD185.0
DAD,Miami-Dade,2024 General Election,186.0,73,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,36,23,DAD186.0
DAD,Miami-Dade,2024 General Election,188.0,597,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,291,134,DAD188.0
DAD,Miami-Dade,2024 General Election,196.0,2216,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,979,409,DAD196.0
DAD,Miami-Dade,2024 General Election,197.0,1061,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,492,246,DAD197.0
DAD,Miami-Dade,2024 General Election,201.0,1443,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,322,385,DAD201.0
DAD,Miami-Dade,2024 General Election,202.0,926,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,246,320,DAD202.0
DAD,Miami-Dade,2024 General Election,203.0,2760,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1185,546,DAD203.0
