CountyCode,CountyName,ElectionName,PrecinctID,RegisteredTotal,RegisteredRepublican,RegisteredDemocrat,ContestName,District,YesVotes,NoVotes,key
LAK,Lake,2024 General Election,530,3680,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1698,1526,LAK530
LAK,Lake,2024 General Election,535,3192,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1366,1537,LAK535
LAK,Lake,2024 General Election,540,3409,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1478,1473,LAK540
LAK,Lake,2024 General Election,545,3045,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1441,857,LAK545
LAK,Lake,2024 General Election,550,1573,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,561,793,LAK550
LAK,Lake,2024 General Election,555,4582,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1985,1418,LAK555
LAK,Lake,2024 General Election,557,3932,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1676,1906,LAK557
LAK,Lake,2024 General Election,560,2933,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1347,971,LAK560
LAK,Lake,2024 General Election,565,316,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,93,150,LAK565
LAK,Lake,2024 General Election,570,1231,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,563,438,LAK570
LAK,Lake,2024 General Election,575,2475,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1206,951,LAK575
LAK,Lake,2024 General Election,580,3053,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1358,1251,LAK580
LAK,Lake,2024 General Election,585,723,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,316,297,LAK585
LEE,Lee,2024 General Election,101,9808,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,4346,3338,LEE101
LEE,Lee,2024 General Election,102,3697,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1629,1275,LEE102
LEE,Lee,2024 General Election,103,5046,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2067,1842,LEE103
LEE,Lee,2024 General Election,104,5183,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2222,1814,LEE104
LEE,Lee,2024 General Election,105,2752,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1212,1101,LEE105
LEE,Lee,2024 General Election,106,4131,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1779,1382,LEE106
LEE,Lee,2024 General Election,107,7284,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3147,2588,LEE107
LEE,Lee,2024 General Election,108,6316,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2609,2461,LEE108
LEE,Lee,2024 General Election,109,3229,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1350,1243,LEE109
LEE,Lee,2024 General Election,110,7996,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3394,2801,LEE110
LEE,Lee,2024 General Election,111,4979,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2099,1740,LEE111
LEE,Lee,2024 General Election,112,6038,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2454,2439,LEE112
LEE,Lee,2024 General Election,113,3874,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1665,1644,LEE113
LEE,Lee,2024 General Election,114,4172,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1726,1777,LEE114
LEE,Lee,2024 General Election,115,3722,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1528,1602,LEE115
LEE,Lee,2024 General Election,116,2239,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1030,888,LEE116
LEE,Lee,2024 General Election,117,5824,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2377,2095,LEE117
LEE,Lee,2024 General Election,118,6710,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2702,2524,LEE118
LEE,Lee,2024 General Election,119,6347,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2848,2275,LEE119
LEE,Lee,2024 General Election,120,5785,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2318,2191,LEE120
LEE,Lee,2024 General Election,121,4849,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2019,2057,LEE121
LEE,Lee,2024 General Election,122,1072,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,394,468,LEE122
LEE,Lee,2024 General Election,201,2890,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1194,1233,LEE201
LEE,Lee,2024 General Election,202,12475,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,5613,5133,LEE202
LEE,Lee,2024 General Election,203,3322,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1536,1254,LEE203
LEE,Lee,2024 General Election,204,3997,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1700,1498,LEE204
LEE,Lee,2024 General Election,205,3109,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1326,1334,LEE205
LEE,Lee,2024 General Election,206,4232,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1842,1797,LEE206
LEE,Lee,2024 General Election,207,2551,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1050,1042,LEE207
LEE,Lee,2024 General Election,208,4423,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1915,1663,LEE208
LEE,Lee,2024 General Election,209,4909,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2113,2011,LEE209
LEE,Lee,2024 General Election,210,7976,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3378,2371,LEE210
LEE,Lee,2024 General Election,211,2627,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1100,938,LEE211
LEE,Lee,2024 General Election,212,6664,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3000,2244,LEE212
LEE,Lee,2024 General Election,213,2789,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1252,1043,LEE213
LEE,Lee,2024 General Election,214,6182,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2719,1758,LEE214
LEE,Lee,2024 General Election,215,5020,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2273,1564,LEE215
LEE,Lee,2024 General Election,216,5621,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2366,1427,LEE216
LEE,Lee,2024 General Election,217,4568,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2146,1478,LEE217
LEE,Lee,2024 General Election,218,3159,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1400,1275,LEE218
LEE,Lee,2024 General Election,219,3319,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1541,1121,LEE219
LEE,Lee,2024 General Election,220,2702,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1227,997,LEE220
LEE,Lee,2024 General Election,221,4058,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1767,1039,LEE221
LEE,Lee,2024 General Election,222,7123,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3264,2495,LEE222
LEE,Lee,2024 General Election,301,4164,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1768,1694,LEE301
LEE,Lee,2024 General Election,302,3871,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1634,1684,LEE302
LEE,Lee,2024 General Election,303,6325,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2600,2814,LEE303
LEE,Lee,2024 General Election,304,7230,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3201,2778,LEE304
LEE,Lee,2024 General Election,305,3782,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1472,1793,LEE305
LEE,Lee,2024 General Election,306,3889,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1599,1592,LEE306
LEE,Lee,2024 General Election,307,4819,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2140,1628,LEE307
LEE,Lee,2024 General Election,308,3185,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1388,1171,LEE308
LEE,Lee,2024 General Election,309,1143,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,558,401,LEE309
LEE,Lee,2024 General Election,310,5269,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2240,2032,LEE310
LEE,Lee,2024 General Election,311,8156,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3507,2692,LEE311
LEE,Lee,2024 General Election,312,3215,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1340,1327,LEE312
LEE,Lee,2024 General Election,313,7315,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3262,3168,LEE313
LEE,Lee,2024 General Election,314,10089,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,4221,4489,LEE314
LEE,Lee,2024 General Election,315,4387,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1963,1652,LEE315
LEE,Lee,2024 General Election,316,7266,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3261,2818,LEE316
LEE,Lee,2024 General Election,317,6356,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2680,2609,LEE317
LEE,Lee,2024 General Election,318,5675,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2347,2300,LEE318
LEE,Lee,2024 General Election,319,1750,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,773,664,LEE319
LEE,Lee,2024 General Election,320,6125,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2742,2088,LEE320
LEE,Lee,2024 General Election,321,2208,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1021,838,LEE321
LEE,Lee,2024 General Election,401,2342,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1020,816,LEE401
LEE,Lee,2024 General Election,402,8170,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3412,2858,LEE402
LEE,Lee,2024 General Election,403,4337,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1753,1407,LEE403
LEE,Lee,2024 General Election,404,3392,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1323,1074,LEE404
LEE,Lee,2024 General Election,405,3645,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1493,985,LEE405
LEE,Lee,2024 General Election,406,2343,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1036,829,LEE406
LEE,Lee,2024 General Election,407,6070,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2403,2051,LEE407
LEE,Lee,2024 General Election,408,7602,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3376,2981,LEE408
LEE,Lee,2024 General Election,409,8982,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3650,3011,LEE409
LEE,Lee,2024 General Election,410,4771,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1942,1521,LEE410
LEE,Lee,2024 General Election,411,4621,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1857,1528,LEE411
LEE,Lee,2024 General Election,412,7068,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2865,2565,LEE412
LEE,Lee,2024 General Election,413,4323,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1808,1754,LEE413
LEE,Lee,2024 General Election,414,1967,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,810,704,LEE414
LEE,Lee,2024 General Election,415,6719,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2742,1522,LEE415
LEE,Lee,2024 General Election,416,6185,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2736,1410,LEE416
LEE,Lee,2024 General Election,417,4579,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1774,873,LEE417
LEE,Lee,2024 General Election,501,8186,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2997,2396,LEE501
LEE,Lee,2024 General Election,502,1625,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,575,790,LEE502
LEE,Lee,2024 General Election,503,2878,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1122,1181,LEE503
LEE,Lee,2024 General Election,504,5222,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1921,1522,LEE504
LEE,Lee,2024 General Election,505,4004,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1357,945,LEE505
LEE,Lee,2024 General Election,506,6431,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2325,1736,LEE506
LEE,Lee,2024 General Election,507,4157,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1525,1282,LEE507
LEE,Lee,2024 General Election,508,5409,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2183,1563,LEE508
LEE,Lee,2024 General Election,509,3355,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1351,981,LEE509
LEE,Lee,2024 General Election,510,8965,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3353,2679,LEE510
LEE,Lee,2024 General Election,511,5652,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2093,1709,LEE511
LEE,Lee,2024 General Election,512,8447,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3595,3468,LEE512
LEE,Lee,2024 General Election,513,6668,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2540,2834,LEE513
LEE,Lee,2024 General Election,514,1439,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,530,363,LEE514
LEE,Lee,2024 General Election,515,3937,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1525,1340,LEE515
LEE,Lee,2024 General Election,516,2599,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,899,1241,LEE516
LEE,Lee,2024 General Election,517,3561,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1352,1283,LEE517
LEO,Leon,2024 General Election,1203,2613,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1365,392,LEO1203
LEO,Leon,2024 General Election,1205,1727,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,954,345,LEO1205
LEO,Leon,2024 General Election,1251,404,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,234,79,LEO1251
LEO,Leon,2024 General Election,1255,658,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,305,145,LEO1255
LEO,Leon,2024 General Election,1257,843,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,385,302,LEO1257
LEO,Leon,2024 General Election,1301,1207,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,943,251,LEO1301
LEO,Leon,2024 General Election,1302,892,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,667,250,LEO1302
LEO,Leon,2024 General Election,1303,551,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,336,65,LEO1303
LEO,Leon,2024 General Election,1309,1507,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1290,130,LEO1309
LEO,Leon,2024 General Election,1312,966,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,375,77,LEO1312
LEO,Leon,2024 General Election,1313,1966,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1045,270,LEO1313
LEO,Leon,2024 General Election,1317,1537,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,854,198,LEO1317
LEO,Leon,2024 General Election,1319,1678,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,821,217,LEO1319
LEO,Leon,2024 General Election,1321,3669,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1916,376,LEO1321
LEO,Leon,2024 General Election,1322,17,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,10,1,LEO1322
LEO,Leon,2024 General Election,1327,822,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,515,95,LEO1327
LEO,Leon,2024 General Election,1351,417,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,179,81,LEO1351
LEO,Leon,2024 General Election,1355,1972,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,949,304,LEO1355
LEO,Leon,2024 General Election,1361,1203,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,636,247,LEO1361
LEO,Leon,2024 General Election,1362,8,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,3,2,LEO1362
LEO,Leon,2024 General Election,1501,2281,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1274,331,LEO1501
LEO,Leon,2024 General Election,1502,765,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,481,131,LEO1502
LEO,Leon,2024 General Election,1503,528,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,458,131,LEO1503
LEO,Leon,2024 General Election,1505,1806,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,904,208,LEO1505
LEO,Leon,2024 General Election,1507,2051,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2140,766,LEO1507
LEO,Leon,2024 General Election,2252,1174,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,546,338,LEO2252
LEO,Leon,2024 General Election,2253,1591,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,752,419,LEO2253
LEO,Leon,2024 General Election,2303,329,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,187,60,LEO2303
LEO,Leon,2024 General Election,2305,4459,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2604,458,LEO2305
LEO,Leon,2024 General Election,2306,1489,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,684,179,LEO2306
LEO,Leon,2024 General Election,2307,10,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1,6,LEO2307
LEO,Leon,2024 General Election,2355,128,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,78,40,LEO2355
LEO,Leon,2024 General Election,2359,1996,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,889,436,LEO2359
LEO,Leon,2024 General Election,2363,320,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,146,63,LEO2363
LEO,Leon,2024 General Election,2365,2856,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1159,1017,LEO2365
LEO,Leon,2024 General Election,2366,643,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,270,242,LEO2366
LEO,Leon,2024 General Election,2380,239,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,98,43,LEO2380
LEO,Leon,2024 General Election,2401,502,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,200,77,LEO2401
LEO,Leon,2024 General Election,2451,1128,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,506,270,LEO2451
LEO,Leon,2024 General Election,2502,792,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,587,146,LEO2502
LEO,Leon,2024 General Election,2503,2437,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2219,585,LEO2503
LEO,Leon,2024 General Election,2504,874,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,537,96,LEO2504
LEO,Leon,2024 General Election,2507,2913,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1447,224,LEO2507
LEO,Leon,2024 General Election,2509,1461,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,826,219,LEO2509
LEO,Leon,2024 General Election,2511,3798,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2220,380,LEO2511
LEO,Leon,2024 General Election,2513,1584,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,824,245,LEO2513
LEO,Leon,2024 General Election,3101,1659,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,824,602,LEO3101
LEO,Leon,2024 General Election,3103,2382,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1151,775,LEO3103
LEO,Leon,2024 General Election,3107,1163,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,623,278,LEO3107
LEO,Leon,2024 General Election,3110,2426,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1332,602,LEO3110
LEO,Leon,2024 General Election,3401,1392,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,784,376,LEO3401
LEO,Leon,2024 General Election,3403,1706,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,880,669,LEO3403
LEO,Leon,2024 General Election,3411,1997,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1064,390,LEO3411
LEO,Leon,2024 General Election,3412,2235,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1132,513,LEO3412
LEO,Leon,2024 General Election,3413,68,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,34,23,LEO3413
LEO,Leon,2024 General Election,3451,71,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,28,29,LEO3451
LEO,Leon,2024 General Election,3453,1522,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,822,501,LEO3453
LEO,Leon,2024 General Election,3455,1746,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,857,648,LEO3455
LEO,Leon,2024 General Election,3457,822,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,412,222,LEO3457
LEO,Leon,2024 General Election,3459,1477,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,759,417,LEO3459
LEO,Leon,2024 General Election,3461,1809,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,894,621,LEO3461
LEO,Leon,2024 General Election,3467,2996,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1488,913,LEO3467
LEO,Leon,2024 General Election,3469,3446,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1859,931,LEO3469
LEO,Leon,2024 General Election,3473,962,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,422,312,LEO3473
LEO,Leon,2024 General Election,3475,250,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,96,101,LEO3475
LEO,Leon,2024 General Election,3477,396,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,166,173,LEO3477
LEO,Leon,2024 General Election,3479,232,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,102,58,LEO3479
LEO,Leon,2024 General Election,3501,1946,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1016,404,LEO3501
LEO,Leon,2024 General Election,3502,919,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,499,121,LEO3502
LEO,Leon,2024 General Election,3507,2111,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1101,360,LEO3507
LEO,Leon,2024 General Election,3508,128,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,65,39,LEO3508
LEO,Leon,2024 General Election,3509,789,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,450,177,LEO3509
LEO,Leon,2024 General Election,3513,4190,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2262,786,LEO3513
LEO,Leon,2024 General Election,3551,34,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,19,8,LEO3551
LEO,Leon,2024 General Election,4101,1408,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,690,425,LEO4101
LEO,Leon,2024 General Election,4103,2937,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1441,1048,LEO4103
LEO,Leon,2024 General Election,4105,798,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,402,273,LEO4105
LEO,Leon,2024 General Election,4109,480,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,253,187,LEO4109
LEO,Leon,2024 General Election,4119,4465,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,2071,1747,LEO4119
LEO,Leon,2024 General Election,4125,4500,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1984,1885,LEO4125
LEO,Leon,2024 General Election,4153,1681,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,794,645,LEO4153
LEO,Leon,2024 General Election,4155,629,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,299,261,LEO4155
LEO,Leon,2024 General Election,4157,744,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,364,262,LEO4157
LEO,Leon,2024 General Election,4159,660,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,271,252,LEO4159
LEO,Leon,2024 General Election,4161,2860,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1179,1333,LEO4161
LEO,Leon,2024 General Election,4163,1912,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,948,741,LEO4163
LEO,Leon,2024 General Election,4167,2963,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1277,1249,LEO4167
LEO,Leon,2024 General Election,4173,866,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,369,373,LEO4173
LEO,Leon,2024 General Election,4184,648,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,340,237,LEO4184
LEO,Leon,2024 General Election,4401,646,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,259,283,LEO4401
LEO,Leon,2024 General Election,4403,1602,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,580,731,LEO4403
LEO,Leon,2024 General Election,4405,1982,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,794,901,LEO4405
LEO,Leon,2024 General Election,4408,1711,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,663,790,LEO4408
LEO,Leon,2024 General Election,4410,165,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,67,83,LEO4410
LEO,Leon,2024 General Election,4451,883,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,385,386,LEO4451
LEO,Leon,2024 General Election,4453,1413,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,552,692,LEO4453
LEO,Leon,2024 General Election,4455,3073,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1366,1278,LEO4455
LEO,Leon,2024 General Election,4458,1408,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,594,601,LEO4458
LEO,Leon,2024 General Election,4459,3941,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1714,1661,LEO4459
LEO,Leon,2024 General Election,4461,2350,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,889,1108,LEO4461
LEO,Leon,2024 General Election,5101,127,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,56,43,LEO5101
LEO,Leon,2024 General Election,5103,1221,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,719,241,LEO5103
LEO,Leon,2024 General Election,5104,73,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,52,18,LEO5104
LEO,Leon,2024 General Election,5105,3238,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1889,828,LEO5105
LEO,Leon,2024 General Election,5110,1333,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,793,307,LEO5110
LEO,Leon,2024 General Election,5115,1714,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,862,455,LEO5115
LEO,Leon,2024 General Election,5153,1914,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,875,749,LEO5153
LEO,Leon,2024 General Election,5154,621,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,265,242,LEO5154
LEO,Leon,2024 General Election,5165,198,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,105,46,LEO5165
LEO,Leon,2024 General Election,5201,1209,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,716,236,LEO5201
LEO,Leon,2024 General Election,5202,205,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,124,35,LEO5202
LEO,Leon,2024 General Election,5203,891,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,668,128,LEO5203
LEO,Leon,2024 General Election,5205,864,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,566,179,LEO5205
LEO,Leon,2024 General Election,5207,3230,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,1841,689,LEO5207
LEO,Leon,2024 General Election,5209,478,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,289,102,LEO5209
LEO,Leon,2024 General Election,5211,1134,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,633,229,LEO5211
LEO,Leon,2024 General Election,5212,174,0,0,Amendment No. 3: Adult Personal Use of Marijuana, ,80,62,LEO5212
