Geography,Geographic Area Name,median_household_income
1400000US12021010112,Census Tract 101.12; Collier County; Florida,91875
1400000US12021010113,Census Tract 101.13; Collier County; Florida,122105
1400000US12021010114,Census Tract 101.14; Collier County; Florida,123646
1400000US12021010205,Census Tract 102.05; Collier County; Florida,128870
1400000US12021010208,Census Tract 102.08; Collier County; Florida,152702
1400000US12021010209,Census Tract 102.09; Collier County; Florida,165833
1400000US12021010210,Census Tract 102.10; Collier County; Florida,123911
1400000US12021010211,Census Tract 102.11; Collier County; Florida,54189
1400000US12021010213,Census Tract 102.13; Collier County; Florida,125167
1400000US12021010215,Census Tract 102.15; Collier County; Florida,167684
1400000US12021010216,Census Tract 102.16; Collier County; Florida,83095
1400000US12021010217,Census Tract 102.17; Collier County; Florida,77315
1400000US12021010300,Census Tract 103; Collier County; Florida,83188
1400000US12021010401,Census Tract 104.01; Collier County; Florida,96580
1400000US12021010408,Census Tract 104.08; Collier County; Florida,118500
1400000US12021010411,Census Tract 104.11; Collier County; Florida,74915
1400000US12021010416,Census Tract 104.16; Collier County; Florida,132222
1400000US12021010419,Census Tract 104.19; Collier County; Florida,63164
1400000US12021010420,Census Tract 104.20; Collier County; Florida,71579
1400000US12021010421,Census Tract 104.21; Collier County; Florida,61630
1400000US12021010422,Census Tract 104.22; Collier County; Florida,45694
1400000US12021010423,Census Tract 104.23; Collier County; Florida,105508
1400000US12021010424,Census Tract 104.24; Collier County; Florida,101174
1400000US12021010425,Census Tract 104.25; Collier County; Florida,126439
1400000US12021010426,Census Tract 104.26; Collier County; Florida,116875
1400000US12021010427,Census Tract 104.27; Collier County; Florida,114938
1400000US12021010428,Census Tract 104.28; Collier County; Florida,82971
1400000US12021010429,Census Tract 104.29; Collier County; Florida,85339
1400000US12021010430,Census Tract 104.30; Collier County; Florida,85774
1400000US12021010431,Census Tract 104.31; Collier County; Florida,101875
1400000US12021010432,Census Tract 104.32; Collier County; Florida,115650
1400000US12021010433,Census Tract 104.33; Collier County; Florida,85703
1400000US12021010434,Census Tract 104.34; Collier County; Florida,74878
1400000US12021010435,Census Tract 104.35; Collier County; Florida,83006
1400000US12021010436,Census Tract 104.36; Collier County; Florida,105080
1400000US12021010437,Census Tract 104.37; Collier County; Florida,143771
1400000US12021010438,Census Tract 104.38; Collier County; Florida,91136
1400000US12021010508,Census Tract 105.08; Collier County; Florida,54586
1400000US12021010511,Census Tract 105.11; Collier County; Florida,69773
1400000US12021010512,Census Tract 105.12; Collier County; Florida,62618
1400000US12021010513,Census Tract 105.13; Collier County; Florida,93523
1400000US12021010514,Census Tract 105.14; Collier County; Florida,66875
1400000US12021010515,Census Tract 105.15; Collier County; Florida,109286
1400000US12021010516,Census Tract 105.16; Collier County; Florida,64643
1400000US12021010517,Census Tract 105.17; Collier County; Florida,68906
1400000US12021010518,Census Tract 105.18; Collier County; Florida,99185
1400000US12021010519,Census Tract 105.19; Collier County; Florida,84844
1400000US12021010520,Census Tract 105.20; Collier County; Florida,69085
1400000US12021010601,Census Tract 106.01; Collier County; Florida,53396
1400000US12021010602,Census Tract 106.02; Collier County; Florida,64863
1400000US12021010604,Census Tract 106.04; Collier County; Florida,83018
1400000US12021010605,Census Tract 106.05; Collier County; Florida,64531
1400000US12021010606,Census Tract 106.06; Collier County; Florida,61635
1400000US12021010701,Census Tract 107.01; Collier County; Florida,44180
1400000US12021010702,Census Tract 107.02; Collier County; Florida,97857
1400000US12021010801,Census Tract 108.01; Collier County; Florida,65349
1400000US12021010804,Census Tract 108.04; Collier County; Florida,63142
1400000US12021010805,Census Tract 108.05; Collier County; Florida,74709
1400000US12021010806,Census Tract 108.06; Collier County; Florida,137917
1400000US12021010807,Census Tract 108.07; Collier County; Florida,81627
1400000US12021010808,Census Tract 108.08; Collier County; Florida,70126
1400000US12021010902,Census Tract 109.02; Collier County; Florida,115035
1400000US12021010904,Census Tract 109.04; Collier County; Florida,115357
1400000US12021010905,Census Tract 109.05; Collier County; Florida,113229
1400000US12021010906,Census Tract 109.06; Collier County; Florida,89948
1400000US12021010907,Census Tract 109.07; Collier County; Florida,71713
1400000US12021011003,Census Tract 110.03; Collier County; Florida,111628
1400000US12021011103,Census Tract 111.03; Collier County; Florida,49145
1400000US12021011107,Census Tract 111.07; Collier County; Florida,95451
1400000US12021011108,Census Tract 111.08; Collier County; Florida,93559
1400000US12021011109,Census Tract 111.09; Collier County; Florida,137063
1400000US12021011110,Census Tract 111.10; Collier County; Florida,71938
1400000US12021011111,Census Tract 111.11; Collier County; Florida,104460
1400000US12021011112,Census Tract 111.12; Collier County; Florida,118278
1400000US12021011113,Census Tract 111.13; Collier County; Florida,83180
1400000US12021011114,Census Tract 111.14; Collier County; Florida,66619
1400000US12021011204,Census Tract 112.04; Collier County; Florida,32961
1400000US12021011205,Census Tract 112.05; Collier County; Florida,44770
1400000US12021011206,Census Tract 112.06; Collier County; Florida,89974
1400000US12021011207,Census Tract 112.07; Collier County; Florida,100781
1400000US12021011208,Census Tract 112.08; Collier County; Florida,93864
1400000US12021011209,Census Tract 112.09; Collier County; Florida,134232
1400000US12021011210,Census Tract 112.10; Collier County; Florida,91107
1400000US12021011211,Census Tract 112.11; Collier County; Florida,79444
1400000US12021011212,Census Tract 112.12; Collier County; Florida,102133
1400000US12021011213,Census Tract 112.13; Collier County; Florida,86502
1400000US12021011214,Census Tract 112.14; Collier County; Florida,77126
1400000US12021011303,Census Tract 113.03; Collier County; Florida,41570
1400000US12021011304,Census Tract 113.04; Collier County; Florida,80577
1400000US12021011305,Census Tract 113.05; Collier County; Florida,50282
1400000US12021011306,Census Tract 113.06; Collier County; Florida,66857
1400000US12021011400,Census Tract 114; Collier County; Florida,48649
1400000US12021990000,Census Tract 9900; Collier County; Florida,-
1400000US12023110201,Census Tract 1102.01; Columbia County; Florida,63532
1400000US12023110202,Census Tract 1102.02; Columbia County; Florida,45985
1400000US12023110300,Census Tract 1103; Columbia County; Florida,53970
1400000US12023110400,Census Tract 1104; Columbia County; Florida,42779
1400000US12023110500,Census Tract 1105; Columbia County; Florida,49085
1400000US12023110602,Census Tract 1106.02; Columbia County; Florida,70750
1400000US12023110603,Census Tract 1106.03; Columbia County; Florida,61178
1400000US12023110604,Census Tract 1106.04; Columbia County; Florida,61667
1400000US12023110700,Census Tract 1107; Columbia County; Florida,46544
1400000US12023110800,Census Tract 1108; Columbia County; Florida,52365
1400000US12023110901,Census Tract 1109.01; Columbia County; Florida,48839
1400000US12023110903,Census Tract 1109.03; Columbia County; Florida,56089
1400000US12023110904,Census Tract 1109.04; Columbia County; Florida,57691
1400000US12027010101,Census Tract 101.01; DeSoto County; Florida,62130
1400000US12027010102,Census Tract 101.02; DeSoto County; Florida,62529
1400000US12027010200,Census Tract 102; DeSoto County; Florida,40577
1400000US12027010301,Census Tract 103.01; DeSoto County; Florida,44643
1400000US12027010302,Census Tract 103.02; DeSoto County; Florida,40625
1400000US12027010403,Census Tract 104.03; DeSoto County; Florida,54645
1400000US12027010404,Census Tract 104.04; DeSoto County; Florida,38848
1400000US12027010405,Census Tract 104.05; DeSoto County; Florida,57292
1400000US12027010406,Census Tract 104.06; DeSoto County; Florida,65212
1400000US12029970101,Census Tract 9701.01; Dixie County; Florida,41824
1400000US12029970103,Census Tract 9701.03; Dixie County; Florida,53612
1400000US12029970104,Census Tract 9701.04; Dixie County; Florida,43112
1400000US12029970201,Census Tract 9702.01; Dixie County; Florida,45417
1400000US12029970202,Census Tract 9702.02; Dixie County; Florida,49279
1400000US12029990000,Census Tract 9900; Dixie County; Florida,-
1400000US12031000101,Census Tract 1.01; Duval County; Florida,39369
1400000US12031000102,Census Tract 1.02; Duval County; Florida,22983
1400000US12031000200,Census Tract 2; Duval County; Florida,18750
1400000US12031000300,Census Tract 3; Duval County; Florida,37772
1400000US12031000600,Census Tract 6; Duval County; Florida,50059
1400000US12031000700,Census Tract 7; Duval County; Florida,101530
1400000US12031000800,Census Tract 8; Duval County; Florida,87544
1400000US12031001000,Census Tract 10; Duval County; Florida,13232
1400000US12031001100,Census Tract 11; Duval County; Florida,88750
1400000US12031001200,Census Tract 12; Duval County; Florida,56905
1400000US12031001300,Census Tract 13; Duval County; Florida,32401
1400000US12031001401,Census Tract 14.01; Duval County; Florida,31738
1400000US12031001402,Census Tract 14.02; Duval County; Florida,26667
1400000US12031001500,Census Tract 15; Duval County; Florida,27390
1400000US12031001600,Census Tract 16; Duval County; Florida,16600
1400000US12031002101,Census Tract 21.01; Duval County; Florida,78367
1400000US12031002102,Census Tract 21.02; Duval County; Florida,98333
1400000US12031002200,Census Tract 22; Duval County; Florida,122861
1400000US12031002300,Census Tract 23; Duval County; Florida,105263
1400000US12031002400,Census Tract 24; Duval County; Florida,133500
1400000US12031002501,Census Tract 25.01; Duval County; Florida,42610
1400000US12031002502,Census Tract 25.02; Duval County; Florida,68359
1400000US12031002600,Census Tract 26; Duval County; Florida,30489
1400000US12031002701,Census Tract 27.01; Duval County; Florida,43245
1400000US12031002702,Census Tract 27.02; Duval County; Florida,29566
1400000US12031002801,Census Tract 28.01; Duval County; Florida,28581
1400000US12031002802,Census Tract 28.02; Duval County; Florida,29178
1400000US12031002901,Census Tract 29.01; Duval County; Florida,29125
1400000US12031002902,Census Tract 29.02; Duval County; Florida,26130
1400000US12031010101,Census Tract 101.01; Duval County; Florida,98724
1400000US12031010104,Census Tract 101.04; Duval County; Florida,102727
1400000US12031010105,Census Tract 101.05; Duval County; Florida,125685
1400000US12031010106,Census Tract 101.06; Duval County; Florida,107394
1400000US12031010107,Census Tract 101.07; Duval County; Florida,123472
1400000US12031010202,Census Tract 102.02; Duval County; Florida,95098
1400000US12031010203,Census Tract 102.03; Duval County; Florida,64661
1400000US12031010204,Census Tract 102.04; Duval County; Florida,74710
1400000US12031010301,Census Tract 103.01; Duval County; Florida,80163
1400000US12031010305,Census Tract 103.05; Duval County; Florida,58782
1400000US12031010306,Census Tract 103.06; Duval County; Florida,69152
1400000US12031010307,Census Tract 103.07; Duval County; Florida,62654
1400000US12031010308,Census Tract 103.08; Duval County; Florida,70875
1400000US12031010401,Census Tract 104.01; Duval County; Florida,56214
1400000US12031010402,Census Tract 104.02; Duval County; Florida,50449
1400000US12031010501,Census Tract 105.01; Duval County; Florida,86382
1400000US12031010502,Census Tract 105.02; Duval County; Florida,84030
1400000US12031010503,Census Tract 105.03; Duval County; Florida,55811
1400000US12031010601,Census Tract 106.01; Duval County; Florida,77989
1400000US12031010602,Census Tract 106.02; Duval County; Florida,72958
1400000US12031010700,Census Tract 107; Duval County; Florida,39201
1400000US12031010800,Census Tract 108; Duval County; Florida,41476
1400000US12031010900,Census Tract 109; Duval County; Florida,54372
1400000US12031011000,Census Tract 110; Duval County; Florida,27386
1400000US12031011100,Census Tract 111; Duval County; Florida,33146
1400000US12031011200,Census Tract 112; Duval County; Florida,43421
1400000US12031011300,Census Tract 113; Duval County; Florida,33730
1400000US12031011400,Census Tract 114; Duval County; Florida,34737
1400000US12031011500,Census Tract 115; Duval County; Florida,44519
1400000US12031011600,Census Tract 116; Duval County; Florida,37015
1400000US12031011700,Census Tract 117; Duval County; Florida,56063
1400000US12031011800,Census Tract 118; Duval County; Florida,47734
1400000US12031011901,Census Tract 119.01; Duval County; Florida,78886
1400000US12031011903,Census Tract 119.03; Duval County; Florida,80750
1400000US12031011904,Census Tract 119.04; Duval County; Florida,102631
1400000US12031011905,Census Tract 119.05; Duval County; Florida,69595
1400000US12031012000,Census Tract 120; Duval County; Florida,56465
1400000US12031012100,Census Tract 121; Duval County; Florida,34347
1400000US12031012201,Census Tract 122.01; Duval County; Florida,58804
1400000US12031012202,Census Tract 122.02; Duval County; Florida,46446
1400000US12031012300,Census Tract 123; Duval County; Florida,44960
1400000US12031012400,Census Tract 124; Duval County; Florida,71712
1400000US12031012500,Census Tract 125; Duval County; Florida,56014
1400000US12031012601,Census Tract 126.01; Duval County; Florida,37618
1400000US12031012602,Census Tract 126.02; Duval County; Florida,47481
1400000US12031012702,Census Tract 127.02; Duval County; Florida,49025
1400000US12031012703,Census Tract 127.03; Duval County; Florida,75433
1400000US12031012704,Census Tract 127.04; Duval County; Florida,51250
1400000US12031012800,Census Tract 128; Duval County; Florida,61913
1400000US12031012900,Census Tract 129; Duval County; Florida,52830
1400000US12031013000,Census Tract 130; Duval County; Florida,141364
1400000US12031013100,Census Tract 131; Duval County; Florida,87273
1400000US12031013200,Census Tract 132; Duval County; Florida,60292
1400000US12031013301,Census Tract 133.01; Duval County; Florida,63724
1400000US12031013302,Census Tract 133.02; Duval County; Florida,38838
1400000US12031013402,Census Tract 134.02; Duval County; Florida,51226
1400000US12031013403,Census Tract 134.03; Duval County; Florida,38888
1400000US12031013404,Census Tract 134.04; Duval County; Florida,47109
1400000US12031013502,Census Tract 135.02; Duval County; Florida,68512
1400000US12031013504,Census Tract 135.04; Duval County; Florida,44271
1400000US12031013522,Census Tract 135.22; Duval County; Florida,76397
1400000US12031013523,Census Tract 135.23; Duval County; Florida,63229
1400000US12031013524,Census Tract 135.24; Duval County; Florida,57147
1400000US12031013525,Census Tract 135.25; Duval County; Florida,54837
1400000US12031013526,Census Tract 135.26; Duval County; Florida,52145
1400000US12031013723,Census Tract 137.23; Duval County; Florida,75605
1400000US12031013728,Census Tract 137.28; Duval County; Florida,98287
1400000US12031013729,Census Tract 137.29; Duval County; Florida,81750
1400000US12031013730,Census Tract 137.30; Duval County; Florida,106746
1400000US12031013731,Census Tract 137.31; Duval County; Florida,92759
1400000US12031013732,Census Tract 137.32; Duval County; Florida,66447
1400000US12031013733,Census Tract 137.33; Duval County; Florida,98768
1400000US12031013800,Census Tract 138; Duval County; Florida,80741
1400000US12031013901,Census Tract 139.01; Duval County; Florida,60087
1400000US12031013902,Census Tract 139.02; Duval County; Florida,71710
1400000US12031013904,Census Tract 139.04; Duval County; Florida,59537
1400000US12031013905,Census Tract 139.05; Duval County; Florida,169219
1400000US12031013906,Census Tract 139.06; Duval County; Florida,110375
1400000US12031014001,Census Tract 140.01; Duval County; Florida,104409
1400000US12031014002,Census Tract 140.02; Duval County; Florida,118602
1400000US12031014101,Census Tract 141.01; Duval County; Florida,127159
1400000US12031014103,Census Tract 141.03; Duval County; Florida,110000
1400000US12031014104,Census Tract 141.04; Duval County; Florida,150469
1400000US12031014203,Census Tract 142.03; Duval County; Florida,99432
1400000US12031014204,Census Tract 142.04; Duval County; Florida,154886
1400000US12031014205,Census Tract 142.05; Duval County; Florida,86125
1400000US12031014206,Census Tract 142.06; Duval County; Florida,76094
1400000US12031014311,Census Tract 143.11; Duval County; Florida,53059
1400000US12031014312,Census Tract 143.12; Duval County; Florida,75434
1400000US12031014328,Census Tract 143.28; Duval County; Florida,79760
1400000US12031014329,Census Tract 143.29; Duval County; Florida,88490
1400000US12031014330,Census Tract 143.30; Duval County; Florida,130413
1400000US12031014331,Census Tract 143.31; Duval County; Florida,88409
1400000US12031014333,Census Tract 143.33; Duval County; Florida,73214
1400000US12031014334,Census Tract 143.34; Duval County; Florida,88056
1400000US12031014335,Census Tract 143.35; Duval County; Florida,119137
1400000US12031014336,Census Tract 143.36; Duval County; Florida,97700
1400000US12031014338,Census Tract 143.38; Duval County; Florida,71806
1400000US12031014339,Census Tract 143.39; Duval County; Florida,128820
1400000US12031014340,Census Tract 143.40; Duval County; Florida,124464
1400000US12031014341,Census Tract 143.41; Duval County; Florida,86347
1400000US12031014342,Census Tract 143.42; Duval County; Florida,52344
1400000US12031014343,Census Tract 143.43; Duval County; Florida,91510
1400000US12031014344,Census Tract 143.44; Duval County; Florida,108535
1400000US12031014408,Census Tract 144.08; Duval County; Florida,103456
1400000US12031014413,Census Tract 144.13; Duval County; Florida,100898
1400000US12031014414,Census Tract 144.14; Duval County; Florida,77399
1400000US12031014415,Census Tract 144.15; Duval County; Florida,47733
1400000US12031014416,Census Tract 144.16; Duval County; Florida,113534
1400000US12031014417,Census Tract 144.17; Duval County; Florida,73962
1400000US12031014418,Census Tract 144.18; Duval County; Florida,166607
1400000US12031014419,Census Tract 144.19; Duval County; Florida,108986
1400000US12031014420,Census Tract 144.20; Duval County; Florida,81790
1400000US12031014421,Census Tract 144.21; Duval County; Florida,96154
1400000US12031014422,Census Tract 144.22; Duval County; Florida,73856
1400000US12031014423,Census Tract 144.23; Duval County; Florida,97782
1400000US12031014424,Census Tract 144.24; Duval County; Florida,90513
1400000US12031014425,Census Tract 144.25; Duval County; Florida,69297
1400000US12031014426,Census Tract 144.26; Duval County; Florida,76859
1400000US12031014427,Census Tract 144.27; Duval County; Florida,42375
1400000US12031014428,Census Tract 144.28; Duval County; Florida,75913
1400000US12031014500,Census Tract 145; Duval County; Florida,57715
1400000US12031014601,Census Tract 146.01; Duval County; Florida,103013
1400000US12031014603,Census Tract 146.03; Duval County; Florida,62518
1400000US12031014604,Census Tract 146.04; Duval County; Florida,46989
1400000US12031014702,Census Tract 147.02; Duval County; Florida,71207
1400000US12031014703,Census Tract 147.03; Duval County; Florida,114750
1400000US12031014704,Census Tract 147.04; Duval County; Florida,53953
1400000US12031014800,Census Tract 148; Duval County; Florida,39712
1400000US12031014901,Census Tract 149.01; Duval County; Florida,65218
1400000US12031014902,Census Tract 149.02; Duval County; Florida,72508
1400000US12031015001,Census Tract 150.01; Duval County; Florida,58759
1400000US12031015002,Census Tract 150.02; Duval County; Florida,68386
1400000US12031015100,Census Tract 151; Duval County; Florida,54404
1400000US12031015200,Census Tract 152; Duval County; Florida,58932
1400000US12031015300,Census Tract 153; Duval County; Florida,44208
1400000US12031015400,Census Tract 154; Duval County; Florida,44080
1400000US12031015501,Census Tract 155.01; Duval County; Florida,56258
1400000US12031015502,Census Tract 155.02; Duval County; Florida,32860
1400000US12031015600,Census Tract 156; Duval County; Florida,74167
1400000US12031015701,Census Tract 157.01; Duval County; Florida,40082
1400000US12031015702,Census Tract 157.02; Duval County; Florida,60393
1400000US12031015803,Census Tract 158.03; Duval County; Florida,52103
1400000US12031015804,Census Tract 158.04; Duval County; Florida,79643
1400000US12031015805,Census Tract 158.05; Duval County; Florida,57529
1400000US12031015806,Census Tract 158.06; Duval County; Florida,78661
1400000US12031015922,Census Tract 159.22; Duval County; Florida,51377
1400000US12031015924,Census Tract 159.24; Duval County; Florida,69167
1400000US12031015925,Census Tract 159.25; Duval County; Florida,61237
1400000US12031015926,Census Tract 159.26; Duval County; Florida,73830
1400000US12031015927,Census Tract 159.27; Duval County; Florida,24359
1400000US12031015928,Census Tract 159.28; Duval County; Florida,74149
1400000US12031015929,Census Tract 159.29; Duval County; Florida,98694
1400000US12031016001,Census Tract 160.01; Duval County; Florida,55875
1400000US12031016002,Census Tract 160.02; Duval County; Florida,61078
1400000US12031016101,Census Tract 161.01; Duval County; Florida,46993
1400000US12031016102,Census Tract 161.02; Duval County; Florida,53097
1400000US12031016200,Census Tract 162; Duval County; Florida,44730
1400000US12031016300,Census Tract 163; Duval County; Florida,44079
1400000US12031016400,Census Tract 164; Duval County; Florida,82151
1400000US12031016500,Census Tract 165; Duval County; Florida,116699
1400000US12031016603,Census Tract 166.03; Duval County; Florida,80039
1400000US12031016604,Census Tract 166.04; Duval County; Florida,74837
1400000US12031016605,Census Tract 166.05; Duval County; Florida,76136
1400000US12031016606,Census Tract 166.06; Duval County; Florida,47834
1400000US12031016711,Census Tract 167.11; Duval County; Florida,140804
1400000US12031016724,Census Tract 167.24; Duval County; Florida,65815
1400000US12031016725,Census Tract 167.25; Duval County; Florida,41360
1400000US12031016726,Census Tract 167.26; Duval County; Florida,71017
1400000US12031016727,Census Tract 167.27; Duval County; Florida,40774
1400000US12031016728,Census Tract 167.28; Duval County; Florida,98295
1400000US12031016729,Census Tract 167.29; Duval County; Florida,85911
1400000US12031016730,Census Tract 167.30; Duval County; Florida,135000
1400000US12031016731,Census Tract 167.31; Duval County; Florida,54750
1400000US12031016801,Census Tract 168.01; Duval County; Florida,127969
1400000US12031016803,Census Tract 168.03; Duval County; Florida,109455
1400000US12031016804,Census Tract 168.04; Duval County; Florida,113563
1400000US12031016807,Census Tract 168.07; Duval County; Florida,76029
1400000US12031016808,Census Tract 168.08; Duval County; Florida,66474
1400000US12031016809,Census Tract 168.09; Duval County; Florida,110625
1400000US12031016810,Census Tract 168.10; Duval County; Florida,100568
1400000US12031016811,Census Tract 168.11; Duval County; Florida,122624
1400000US12031016812,Census Tract 168.12; Duval County; Florida,90006
1400000US12031016813,Census Tract 168.13; Duval County; Florida,99884
1400000US12031017101,Census Tract 171.01; Duval County; Florida,73281
1400000US12031017102,Census Tract 171.02; Duval County; Florida,50573
1400000US12031017200,Census Tract 172; Duval County; Florida,40035
1400000US12031017300,Census Tract 173; Duval County; Florida,67550
1400000US12031017400,Census Tract 174; Duval County; Florida,50804
1400000US12031990000,Census Tract 9900; Duval County; Florida,-
1400000US12033000100,Census Tract 1; Escambia County; Florida,63000
1400000US12033000300,Census Tract 3; Escambia County; Florida,67083
1400000US12033000400,Census Tract 4; Escambia County; Florida,16403
1400000US12033000500,Census Tract 5; Escambia County; Florida,103958
1400000US12033000600,Census Tract 6; Escambia County; Florida,48500
1400000US12033000801,Census Tract 8.01; Escambia County; Florida,75192
1400000US12033000802,Census Tract 8.02; Escambia County; Florida,86600
1400000US12033000900,Census Tract 9; Escambia County; Florida,114306
1400000US12033001001,Census Tract 10.01; Escambia County; Florida,99698
1400000US12033001002,Census Tract 10.02; Escambia County; Florida,54946
1400000US12033001101,Census Tract 11.01; Escambia County; Florida,103500
1400000US12033001103,Census Tract 11.03; Escambia County; Florida,101984
1400000US12033001104,Census Tract 11.04; Escambia County; Florida,75641
1400000US12033001201,Census Tract 12.01; Escambia County; Florida,76213
1400000US12033001202,Census Tract 12.02; Escambia County; Florida,45801
1400000US12033001300,Census Tract 13; Escambia County; Florida,50893
1400000US12033001401,Census Tract 14.01; Escambia County; Florida,32721
1400000US12033001402,Census Tract 14.02; Escambia County; Florida,55946
1400000US12033001500,Census Tract 15; Escambia County; Florida,29500
1400000US12033001600,Census Tract 16; Escambia County; Florida,35905
1400000US12033001700,Census Tract 17; Escambia County; Florida,26908
1400000US12033001800,Census Tract 18; Escambia County; Florida,36250
1400000US12033001900,Census Tract 19; Escambia County; Florida,34853
1400000US12033002000,Census Tract 20; Escambia County; Florida,35148
1400000US12033002100,Census Tract 21; Escambia County; Florida,36004
1400000US12033002200,Census Tract 22; Escambia County; Florida,48015
1400000US12033002300,Census Tract 23; Escambia County; Florida,62207
1400000US12033002400,Census Tract 24; Escambia County; Florida,65000
1400000US12033002500,Census Tract 25; Escambia County; Florida,129125
1400000US12033002601,Census Tract 26.01; Escambia County; Florida,80125
1400000US12033002602,Census Tract 26.02; Escambia County; Florida,167962
1400000US12033002604,Census Tract 26.04; Escambia County; Florida,77271
1400000US12033002605,Census Tract 26.05; Escambia County; Florida,61118
1400000US12033002606,Census Tract 26.06; Escambia County; Florida,75602
1400000US12033002607,Census Tract 26.07; Escambia County; Florida,117348
1400000US12033002701,Census Tract 27.01; Escambia County; Florida,64559
1400000US12033002703,Census Tract 27.03; Escambia County; Florida,39479
1400000US12033002704,Census Tract 27.04; Escambia County; Florida,58659
1400000US12033002801,Census Tract 28.01; Escambia County; Florida,68291
1400000US12033002802,Census Tract 28.02; Escambia County; Florida,73741
1400000US12033002803,Census Tract 28.03; Escambia County; Florida,39475
1400000US12033002804,Census Tract 28.04; Escambia County; Florida,61250
1400000US12033002900,Census Tract 29; Escambia County; Florida,42000
1400000US12033003001,Census Tract 30.01; Escambia County; Florida,46250
1400000US12033003002,Census Tract 30.02; Escambia County; Florida,45000
1400000US12033003100,Census Tract 31; Escambia County; Florida,42733
1400000US12033003201,Census Tract 32.01; Escambia County; Florida,49727
1400000US12033003203,Census Tract 32.03; Escambia County; Florida,52936
1400000US12033003204,Census Tract 32.04; Escambia County; Florida,75720
1400000US12033003301,Census Tract 33.01; Escambia County; Florida,72054
1400000US12033003305,Census Tract 33.05; Escambia County; Florida,71635
1400000US12033003307,Census Tract 33.07; Escambia County; Florida,55968
1400000US12033003308,Census Tract 33.08; Escambia County; Florida,66496
1400000US12033003310,Census Tract 33.10; Escambia County; Florida,65323
1400000US12033003311,Census Tract 33.11; Escambia County; Florida,48153
1400000US12033003312,Census Tract 33.12; Escambia County; Florida,59900
1400000US12033003313,Census Tract 33.13; Escambia County; Florida,53897
1400000US12033003400,Census Tract 34; Escambia County; Florida,53982
1400000US12033003505,Census Tract 35.05; Escambia County; Florida,56027
1400000US12033003506,Census Tract 35.06; Escambia County; Florida,66694
1400000US12033003507,Census Tract 35.07; Escambia County; Florida,64903
1400000US12033003509,Census Tract 35.09; Escambia County; Florida,60192
1400000US12033003510,Census Tract 35.10; Escambia County; Florida,56013
1400000US12033003511,Census Tract 35.11; Escambia County; Florida,73938
1400000US12033003512,Census Tract 35.12; Escambia County; Florida,83573
1400000US12033003603,Census Tract 36.03; Escambia County; Florida,99846
1400000US12033003607,Census Tract 36.07; Escambia County; Florida,53750
1400000US12033003608,Census Tract 36.08; Escambia County; Florida,80253
1400000US12033003609,Census Tract 36.09; Escambia County; Florida,65344
1400000US12033003610,Census Tract 36.10; Escambia County; Florida,85232
1400000US12033003611,Census Tract 36.11; Escambia County; Florida,89688
1400000US12033003612,Census Tract 36.12; Escambia County; Florida,83922
1400000US12033003613,Census Tract 36.13; Escambia County; Florida,102417
1400000US12033003614,Census Tract 36.14; Escambia County; Florida,66829
1400000US12033003700,Census Tract 37; Escambia County; Florida,86227
1400000US12033003800,Census Tract 38; Escambia County; Florida,67083
1400000US12033003900,Census Tract 39; Escambia County; Florida,70551
1400000US12033004000,Census Tract 40; Escambia County; Florida,36591
1400000US12033990000,Census Tract 9900; Escambia County; Florida,-
1400000US12035060103,Census Tract 601.03; Flagler County; Florida,56350
1400000US12035060104,Census Tract 601.04; Flagler County; Florida,68008
1400000US12035060105,Census Tract 601.05; Flagler County; Florida,91551
1400000US12035060106,Census Tract 601.06; Flagler County; Florida,109591
1400000US12035060107,Census Tract 601.07; Flagler County; Florida,67543
1400000US12035060206,Census Tract 602.06; Flagler County; Florida,57765
1400000US12035060207,Census Tract 602.07; Flagler County; Florida,70862
1400000US12035060208,Census Tract 602.08; Flagler County; Florida,79727
1400000US12035060210,Census Tract 602.10; Flagler County; Florida,57738
1400000US12035060211,Census Tract 602.11; Flagler County; Florida,85592
1400000US12035060212,Census Tract 602.12; Flagler County; Florida,63718
1400000US12035060213,Census Tract 602.13; Flagler County; Florida,53065
1400000US12035060214,Census Tract 602.14; Flagler County; Florida,62473
1400000US12035060215,Census Tract 602.15; Flagler County; Florida,63024
1400000US12035060216,Census Tract 602.16; Flagler County; Florida,78220
1400000US12035060217,Census Tract 602.17; Flagler County; Florida,90529
1400000US12035060218,Census Tract 602.18; Flagler County; Florida,63363
1400000US12035060219,Census Tract 602.19; Flagler County; Florida,68090
1400000US12035060220,Census Tract 602.20; Flagler County; Florida,71940
1400000US12035060301,Census Tract 603.01; Flagler County; Florida,88346
1400000US12035060302,Census Tract 603.02; Flagler County; Florida,72143
1400000US12035060303,Census Tract 603.03; Flagler County; Florida,101258
1400000US12035060304,Census Tract 603.04; Flagler County; Florida,70510
1400000US12035990000,Census Tract 9900; Flagler County; Florida,-
1400000US12037970101,Census Tract 9701.01; Franklin County; Florida,81607
1400000US12037970102,Census Tract 9701.02; Franklin County; Florida,70278
1400000US12037970200,Census Tract 9702; Franklin County; Florida,59818
1400000US12037970302,Census Tract 9703.02; Franklin County; Florida,47734
1400000US12037970304,Census Tract 9703.04; Franklin County; Florida,82500
1400000US12037990000,Census Tract 9900; Franklin County; Florida,-
1400000US12037990100,Census Tract 9901; Franklin County; Florida,-
1400000US12039020101,Census Tract 201.01; Gadsden County; Florida,59252
