Geography,Geographic Area Name,median_household_income
1400000US12101032005,Census Tract 320.05; Pasco County; Florida,83980
1400000US12101032006,Census Tract 320.06; Pasco County; Florida,86964
1400000US12101032007,Census Tract 320.07; Pasco County; Florida,108305
1400000US12101032008,Census Tract 320.08; Pasco County; Florida,116302
1400000US12101032009,Census Tract 320.09; Pasco County; Florida,94215
1400000US12101032010,Census Tract 320.10; Pasco County; Florida,88833
1400000US12101032011,Census Tract 320.11; Pasco County; Florida,114706
1400000US12101032012,Census Tract 320.12; Pasco County; Florida,117736
1400000US12101032013,Census Tract 320.13; Pasco County; Florida,85845
1400000US12101032014,Census Tract 320.14; Pasco County; Florida,94853
1400000US12101032103,Census Tract 321.03; Pasco County; Florida,112728
1400000US12101032104,Census Tract 321.04; Pasco County; Florida,97946
1400000US12101032105,Census Tract 321.05; Pasco County; Florida,115302
1400000US12101032106,Census Tract 321.06; Pasco County; Florida,113694
1400000US12101032107,Census Tract 321.07; Pasco County; Florida,126548
1400000US12101032108,Census Tract 321.08; Pasco County; Florida,74741
1400000US12101032109,Census Tract 321.09; Pasco County; Florida,96786
1400000US12101032110,Census Tract 321.10; Pasco County; Florida,118824
1400000US12101032111,Census Tract 321.11; Pasco County; Florida,121438
1400000US12101032112,Census Tract 321.12; Pasco County; Florida,96944
1400000US12101032113,Census Tract 321.13; Pasco County; Florida,100519
1400000US12101032200,Census Tract 322; Pasco County; Florida,93635
1400000US12101032300,Census Tract 323; Pasco County; Florida,93489
1400000US12101032401,Census Tract 324.01; Pasco County; Florida,70257
1400000US12101032402,Census Tract 324.02; Pasco County; Florida,66397
1400000US12101032500,Census Tract 325; Pasco County; Florida,64426
1400000US12101032601,Census Tract 326.01; Pasco County; Florida,62799
1400000US12101032602,Census Tract 326.02; Pasco County; Florida,42731
1400000US12101032700,Census Tract 327; Pasco County; Florida,51563
1400000US12101032802,Census Tract 328.02; Pasco County; Florida,57714
1400000US12101032804,Census Tract 328.04; Pasco County; Florida,42045
1400000US12101032805,Census Tract 328.05; Pasco County; Florida,66518
1400000US12101032901,Census Tract 329.01; Pasco County; Florida,70683
1400000US12101032902,Census Tract 329.02; Pasco County; Florida,65750
1400000US12101032905,Census Tract 329.05; Pasco County; Florida,53724
1400000US12101033005,Census Tract 330.05; Pasco County; Florida,60944
1400000US12101033006,Census Tract 330.06; Pasco County; Florida,68082
1400000US12101033007,Census Tract 330.07; Pasco County; Florida,46215
1400000US12101033008,Census Tract 330.08; Pasco County; Florida,47219
1400000US12101033009,Census Tract 330.09; Pasco County; Florida,50173
1400000US12101033010,Census Tract 330.10; Pasco County; Florida,52266
1400000US12101033011,Census Tract 330.11; Pasco County; Florida,37209
1400000US12101033012,Census Tract 330.12; Pasco County; Florida,41972
1400000US12101033013,Census Tract 330.13; Pasco County; Florida,40273
1400000US12101033014,Census Tract 330.14; Pasco County; Florida,50625
1400000US12101033101,Census Tract 331.01; Pasco County; Florida,43390
1400000US12101033102,Census Tract 331.02; Pasco County; Florida,54390
1400000US12101990000,Census Tract 9900; Pasco County; Florida,-
1400000US12103020105,Census Tract 201.05; Pinellas County; Florida,102591
1400000US12103020106,Census Tract 201.06; Pinellas County; Florida,147847
1400000US12103020107,Census Tract 201.07; Pinellas County; Florida,91629
1400000US12103020108,Census Tract 201.08; Pinellas County; Florida,85281
1400000US12103020109,Census Tract 201.09; Pinellas County; Florida,60037
1400000US12103020110,Census Tract 201.10; Pinellas County; Florida,59514
1400000US12103020201,Census Tract 202.01; Pinellas County; Florida,83185
1400000US12103020202,Census Tract 202.02; Pinellas County; Florida,72065
1400000US12103020206,Census Tract 202.06; Pinellas County; Florida,42458
1400000US12103020207,Census Tract 202.07; Pinellas County; Florida,79861
1400000US12103020208,Census Tract 202.08; Pinellas County; Florida,49972
1400000US12103020209,Census Tract 202.09; Pinellas County; Florida,57554
1400000US12103020301,Census Tract 203.01; Pinellas County; Florida,73803
1400000US12103020302,Census Tract 203.02; Pinellas County; Florida,97418
1400000US12103020400,Census Tract 204; Pinellas County; Florida,88611
1400000US12103020500,Census Tract 205; Pinellas County; Florida,51218
1400000US12103020600,Census Tract 206; Pinellas County; Florida,68318
1400000US12103020700,Census Tract 207; Pinellas County; Florida,69741
1400000US12103020800,Census Tract 208; Pinellas County; Florida,48246
1400000US12103021200,Census Tract 212; Pinellas County; Florida,32870
1400000US12103021501,Census Tract 215.01; Pinellas County; Florida,105333
1400000US12103021502,Census Tract 215.02; Pinellas County; Florida,34874
1400000US12103021600,Census Tract 216; Pinellas County; Florida,64432
1400000US12103021800,Census Tract 218; Pinellas County; Florida,66103
1400000US12103021900,Census Tract 219; Pinellas County; Florida,78929
1400000US12103022000,Census Tract 220; Pinellas County; Florida,51526
1400000US12103022101,Census Tract 221.01; Pinellas County; Florida,61917
1400000US12103022102,Census Tract 221.02; Pinellas County; Florida,85273
1400000US12103022200,Census Tract 222; Pinellas County; Florida,75132
1400000US12103022301,Census Tract 223.01; Pinellas County; Florida,76739
1400000US12103022302,Census Tract 223.02; Pinellas County; Florida,102775
1400000US12103022401,Census Tract 224.01; Pinellas County; Florida,123077
1400000US12103022402,Census Tract 224.02; Pinellas County; Florida,84529
1400000US12103022501,Census Tract 225.01; Pinellas County; Florida,62053
1400000US12103022502,Census Tract 225.02; Pinellas County; Florida,76953
1400000US12103022503,Census Tract 225.03; Pinellas County; Florida,70143
1400000US12103022601,Census Tract 226.01; Pinellas County; Florida,68871
1400000US12103022602,Census Tract 226.02; Pinellas County; Florida,91835
1400000US12103022700,Census Tract 227; Pinellas County; Florida,80978
1400000US12103022801,Census Tract 228.01; Pinellas County; Florida,64495
1400000US12103022802,Census Tract 228.02; Pinellas County; Florida,103333
1400000US12103022901,Census Tract 229.01; Pinellas County; Florida,64922
1400000US12103022902,Census Tract 229.02; Pinellas County; Florida,51000
1400000US12103023000,Census Tract 230; Pinellas County; Florida,59464
1400000US12103023100,Census Tract 231; Pinellas County; Florida,68894
1400000US12103023200,Census Tract 232; Pinellas County; Florida,75557
1400000US12103023300,Census Tract 233; Pinellas County; Florida,94665
1400000US12103023400,Census Tract 234; Pinellas County; Florida,76944
1400000US12103023501,Census Tract 235.01; Pinellas County; Florida,80764
1400000US12103023502,Census Tract 235.02; Pinellas County; Florida,56957
1400000US12103023601,Census Tract 236.01; Pinellas County; Florida,66995
1400000US12103023602,Census Tract 236.02; Pinellas County; Florida,83523
1400000US12103023700,Census Tract 237; Pinellas County; Florida,109167
1400000US12103023800,Census Tract 238; Pinellas County; Florida,103750
1400000US12103023900,Census Tract 239; Pinellas County; Florida,64474
1400000US12103024001,Census Tract 240.01; Pinellas County; Florida,138787
1400000US12103024002,Census Tract 240.02; Pinellas County; Florida,112442
1400000US12103024004,Census Tract 240.04; Pinellas County; Florida,151696
1400000US12103024005,Census Tract 240.05; Pinellas County; Florida,175781
1400000US12103024100,Census Tract 241; Pinellas County; Florida,70641
1400000US12103024201,Census Tract 242.01; Pinellas County; Florida,77132
1400000US12103024202,Census Tract 242.02; Pinellas County; Florida,92008
1400000US12103024301,Census Tract 243.01; Pinellas County; Florida,89583
1400000US12103024302,Census Tract 243.02; Pinellas County; Florida,77546
1400000US12103024403,Census Tract 244.03; Pinellas County; Florida,61656
1400000US12103024406,Census Tract 244.06; Pinellas County; Florida,69459
1400000US12103024408,Census Tract 244.08; Pinellas County; Florida,66563
1400000US12103024409,Census Tract 244.09; Pinellas County; Florida,94032
1400000US12103024410,Census Tract 244.10; Pinellas County; Florida,53809
1400000US12103024411,Census Tract 244.11; Pinellas County; Florida,99453
1400000US12103024412,Census Tract 244.12; Pinellas County; Florida,94167
1400000US12103024413,Census Tract 244.13; Pinellas County; Florida,54014
1400000US12103024505,Census Tract 245.05; Pinellas County; Florida,61313
1400000US12103024507,Census Tract 245.07; Pinellas County; Florida,80859
1400000US12103024508,Census Tract 245.08; Pinellas County; Florida,55560
1400000US12103024509,Census Tract 245.09; Pinellas County; Florida,100070
1400000US12103024510,Census Tract 245.10; Pinellas County; Florida,48281
1400000US12103024512,Census Tract 245.12; Pinellas County; Florida,54750
1400000US12103024514,Census Tract 245.14; Pinellas County; Florida,64278
1400000US12103024515,Census Tract 245.15; Pinellas County; Florida,56397
1400000US12103024516,Census Tract 245.16; Pinellas County; Florida,48552
1400000US12103024517,Census Tract 245.17; Pinellas County; Florida,73693
1400000US12103024518,Census Tract 245.18; Pinellas County; Florida,61341
1400000US12103024519,Census Tract 245.19; Pinellas County; Florida,57008
1400000US12103024601,Census Tract 246.01; Pinellas County; Florida,53125
1400000US12103024603,Census Tract 246.03; Pinellas County; Florida,40873
1400000US12103024604,Census Tract 246.04; Pinellas County; Florida,37054
1400000US12103024701,Census Tract 247.01; Pinellas County; Florida,44177
1400000US12103024702,Census Tract 247.02; Pinellas County; Florida,47022
1400000US12103024703,Census Tract 247.03; Pinellas County; Florida,46250
1400000US12103024801,Census Tract 248.01; Pinellas County; Florida,60000
1400000US12103024803,Census Tract 248.03; Pinellas County; Florida,66929
1400000US12103024804,Census Tract 248.04; Pinellas County; Florida,64063
1400000US12103024805,Census Tract 248.05; Pinellas County; Florida,59125
1400000US12103024901,Census Tract 249.01; Pinellas County; Florida,68207
1400000US12103024904,Census Tract 249.04; Pinellas County; Florida,54178
1400000US12103024905,Census Tract 249.05; Pinellas County; Florida,69690
1400000US12103024906,Census Tract 249.06; Pinellas County; Florida,50350
1400000US12103024907,Census Tract 249.07; Pinellas County; Florida,52412
1400000US12103024908,Census Tract 249.08; Pinellas County; Florida,99643
1400000US12103025004,Census Tract 250.04; Pinellas County; Florida,61271
1400000US12103025007,Census Tract 250.07; Pinellas County; Florida,82163
1400000US12103025009,Census Tract 250.09; Pinellas County; Florida,69273
1400000US12103025011,Census Tract 250.11; Pinellas County; Florida,114656
1400000US12103025012,Census Tract 250.12; Pinellas County; Florida,82750
1400000US12103025013,Census Tract 250.13; Pinellas County; Florida,108086
1400000US12103025014,Census Tract 250.14; Pinellas County; Florida,79188
1400000US12103025015,Census Tract 250.15; Pinellas County; Florida,40000
1400000US12103025016,Census Tract 250.16; Pinellas County; Florida,75417
1400000US12103025017,Census Tract 250.17; Pinellas County; Florida,47108
1400000US12103025018,Census Tract 250.18; Pinellas County; Florida,39306
1400000US12103025019,Census Tract 250.19; Pinellas County; Florida,43983
1400000US12103025020,Census Tract 250.20; Pinellas County; Florida,77589
1400000US12103025021,Census Tract 250.21; Pinellas County; Florida,83932
1400000US12103025106,Census Tract 251.06; Pinellas County; Florida,75721
1400000US12103025107,Census Tract 251.07; Pinellas County; Florida,89479
1400000US12103025108,Census Tract 251.08; Pinellas County; Florida,67000
1400000US12103025109,Census Tract 251.09; Pinellas County; Florida,58548
1400000US12103025110,Census Tract 251.10; Pinellas County; Florida,112851
1400000US12103025111,Census Tract 251.11; Pinellas County; Florida,44343
1400000US12103025112,Census Tract 251.12; Pinellas County; Florida,78594
1400000US12103025113,Census Tract 251.13; Pinellas County; Florida,74326
1400000US12103025114,Census Tract 251.14; Pinellas County; Florida,65673
1400000US12103025115,Census Tract 251.15; Pinellas County; Florida,42446
1400000US12103025116,Census Tract 251.16; Pinellas County; Florida,54583
1400000US12103025119,Census Tract 251.19; Pinellas County; Florida,117273
1400000US12103025120,Census Tract 251.20; Pinellas County; Florida,118639
1400000US12103025121,Census Tract 251.21; Pinellas County; Florida,103662
1400000US12103025122,Census Tract 251.22; Pinellas County; Florida,86938
1400000US12103025123,Census Tract 251.23; Pinellas County; Florida,76382
1400000US12103025204,Census Tract 252.04; Pinellas County; Florida,48871
1400000US12103025205,Census Tract 252.05; Pinellas County; Florida,91250
1400000US12103025207,Census Tract 252.07; Pinellas County; Florida,62285
1400000US12103025208,Census Tract 252.08; Pinellas County; Florida,56343
1400000US12103025209,Census Tract 252.09; Pinellas County; Florida,69405
1400000US12103025210,Census Tract 252.10; Pinellas County; Florida,128276
1400000US12103025211,Census Tract 252.11; Pinellas County; Florida,57400
1400000US12103025303,Census Tract 253.03; Pinellas County; Florida,60089
1400000US12103025305,Census Tract 253.05; Pinellas County; Florida,47000
1400000US12103025307,Census Tract 253.07; Pinellas County; Florida,63173
1400000US12103025309,Census Tract 253.09; Pinellas County; Florida,66510
1400000US12103025310,Census Tract 253.10; Pinellas County; Florida,60692
1400000US12103025311,Census Tract 253.11; Pinellas County; Florida,49922
1400000US12103025401,Census Tract 254.01; Pinellas County; Florida,72202
1400000US12103025407,Census Tract 254.07; Pinellas County; Florida,73767
1400000US12103025411,Census Tract 254.11; Pinellas County; Florida,80484
1400000US12103025412,Census Tract 254.12; Pinellas County; Florida,64991
1400000US12103025413,Census Tract 254.13; Pinellas County; Florida,60335
1400000US12103025414,Census Tract 254.14; Pinellas County; Florida,50469
1400000US12103025415,Census Tract 254.15; Pinellas County; Florida,46169
1400000US12103025416,Census Tract 254.16; Pinellas County; Florida,54744
1400000US12103025417,Census Tract 254.17; Pinellas County; Florida,58158
1400000US12103025418,Census Tract 254.18; Pinellas County; Florida,53750
1400000US12103025419,Census Tract 254.19; Pinellas County; Florida,60609
1400000US12103025420,Census Tract 254.20; Pinellas County; Florida,60875
1400000US12103025421,Census Tract 254.21; Pinellas County; Florida,67039
1400000US12103025501,Census Tract 255.01; Pinellas County; Florida,85507
1400000US12103025505,Census Tract 255.05; Pinellas County; Florida,50227
1400000US12103025507,Census Tract 255.07; Pinellas County; Florida,48902
1400000US12103025508,Census Tract 255.08; Pinellas County; Florida,47621
1400000US12103025509,Census Tract 255.09; Pinellas County; Florida,56121
1400000US12103025510,Census Tract 255.10; Pinellas County; Florida,90052
1400000US12103025602,Census Tract 256.02; Pinellas County; Florida,43750
1400000US12103025603,Census Tract 256.03; Pinellas County; Florida,48686
1400000US12103025604,Census Tract 256.04; Pinellas County; Florida,57024
1400000US12103025700,Census Tract 257; Pinellas County; Florida,117209
1400000US12103025800,Census Tract 258; Pinellas County; Florida,47551
1400000US12103025901,Census Tract 259.01; Pinellas County; Florida,51467
1400000US12103025902,Census Tract 259.02; Pinellas County; Florida,52669
1400000US12103026001,Census Tract 260.01; Pinellas County; Florida,108194
1400000US12103026003,Census Tract 260.03; Pinellas County; Florida,88750
1400000US12103026004,Census Tract 260.04; Pinellas County; Florida,84087
1400000US12103026101,Census Tract 261.01; Pinellas County; Florida,70000
1400000US12103026102,Census Tract 261.02; Pinellas County; Florida,58125
1400000US12103026200,Census Tract 262; Pinellas County; Florida,35100
1400000US12103026300,Census Tract 263; Pinellas County; Florida,56005
1400000US12103026401,Census Tract 264.01; Pinellas County; Florida,45200
1400000US12103026402,Census Tract 264.02; Pinellas County; Florida,39167
1400000US12103026501,Census Tract 265.01; Pinellas County; Florida,60759
1400000US12103026502,Census Tract 265.02; Pinellas County; Florida,70361
1400000US12103026601,Census Tract 266.01; Pinellas County; Florida,91250
1400000US12103026602,Census Tract 266.02; Pinellas County; Florida,76326
1400000US12103026701,Census Tract 267.01; Pinellas County; Florida,73045
1400000US12103026703,Census Tract 267.03; Pinellas County; Florida,57140
1400000US12103026704,Census Tract 267.04; Pinellas County; Florida,75840
1400000US12103026705,Census Tract 267.05; Pinellas County; Florida,65500
1400000US12103026804,Census Tract 268.04; Pinellas County; Florida,70917
1400000US12103026809,Census Tract 268.09; Pinellas County; Florida,68614
1400000US12103026811,Census Tract 268.11; Pinellas County; Florida,101438
1400000US12103026812,Census Tract 268.12; Pinellas County; Florida,65770
1400000US12103026813,Census Tract 268.13; Pinellas County; Florida,93500
1400000US12103026814,Census Tract 268.14; Pinellas County; Florida,56667
1400000US12103026815,Census Tract 268.15; Pinellas County; Florida,112991
1400000US12103026816,Census Tract 268.16; Pinellas County; Florida,102159
1400000US12103026817,Census Tract 268.17; Pinellas County; Florida,97011
1400000US12103026818,Census Tract 268.18; Pinellas County; Florida,44053
1400000US12103026819,Census Tract 268.19; Pinellas County; Florida,61500
1400000US12103026820,Census Tract 268.20; Pinellas County; Florida,67054
1400000US12103026821,Census Tract 268.21; Pinellas County; Florida,97669
1400000US12103026904,Census Tract 269.04; Pinellas County; Florida,51208
1400000US12103026908,Census Tract 269.08; Pinellas County; Florida,79940
1400000US12103026909,Census Tract 269.09; Pinellas County; Florida,62759
1400000US12103026911,Census Tract 269.11; Pinellas County; Florida,72788
1400000US12103026912,Census Tract 269.12; Pinellas County; Florida,42798
1400000US12103026913,Census Tract 269.13; Pinellas County; Florida,48000
1400000US12103026914,Census Tract 269.14; Pinellas County; Florida,62094
1400000US12103026915,Census Tract 269.15; Pinellas County; Florida,59188
1400000US12103026916,Census Tract 269.16; Pinellas County; Florida,70948
1400000US12103026917,Census Tract 269.17; Pinellas County; Florida,61338
1400000US12103027000,Census Tract 270; Pinellas County; Florida,66050
1400000US12103027105,Census Tract 271.05; Pinellas County; Florida,87500
1400000US12103027106,Census Tract 271.06; Pinellas County; Florida,98417
1400000US12103027107,Census Tract 271.07; Pinellas County; Florida,49023
1400000US12103027108,Census Tract 271.08; Pinellas County; Florida,54984
1400000US12103027202,Census Tract 272.02; Pinellas County; Florida,82708
1400000US12103027204,Census Tract 272.04; Pinellas County; Florida,89464
1400000US12103027206,Census Tract 272.06; Pinellas County; Florida,92787
1400000US12103027207,Census Tract 272.07; Pinellas County; Florida,87300
1400000US12103027208,Census Tract 272.08; Pinellas County; Florida,92407
1400000US12103027209,Census Tract 272.09; Pinellas County; Florida,50598
1400000US12103027210,Census Tract 272.10; Pinellas County; Florida,70054
1400000US12103027211,Census Tract 272.11; Pinellas County; Florida,90139
1400000US12103027212,Census Tract 272.12; Pinellas County; Florida,62500
1400000US12103027308,Census Tract 273.08; Pinellas County; Florida,61953
1400000US12103027309,Census Tract 273.09; Pinellas County; Florida,120526
1400000US12103027314,Census Tract 273.14; Pinellas County; Florida,77200
1400000US12103027316,Census Tract 273.16; Pinellas County; Florida,67467
1400000US12103027317,Census Tract 273.17; Pinellas County; Florida,77232
1400000US12103027318,Census Tract 273.18; Pinellas County; Florida,67104
1400000US12103027319,Census Tract 273.19; Pinellas County; Florida,65694
1400000US12103027320,Census Tract 273.20; Pinellas County; Florida,91076
1400000US12103027321,Census Tract 273.21; Pinellas County; Florida,135222
1400000US12103027323,Census Tract 273.23; Pinellas County; Florida,81537
1400000US12103027324,Census Tract 273.24; Pinellas County; Florida,84897
1400000US12103027325,Census Tract 273.25; Pinellas County; Florida,127287
1400000US12103027326,Census Tract 273.26; Pinellas County; Florida,61068
1400000US12103027327,Census Tract 273.27; Pinellas County; Florida,85000
1400000US12103027328,Census Tract 273.28; Pinellas County; Florida,159688
1400000US12103027329,Census Tract 273.29; Pinellas County; Florida,124844
1400000US12103027330,Census Tract 273.30; Pinellas County; Florida,51129
1400000US12103027331,Census Tract 273.31; Pinellas County; Florida,57344
1400000US12103027332,Census Tract 273.32; Pinellas County; Florida,62344
1400000US12103027333,Census Tract 273.33; Pinellas County; Florida,60060
1400000US12103027401,Census Tract 274.01; Pinellas County; Florida,62250
1400000US12103027404,Census Tract 274.04; Pinellas County; Florida,51364
1400000US12103027501,Census Tract 275.01; Pinellas County; Florida,93906
1400000US12103027503,Census Tract 275.03; Pinellas County; Florida,94333
1400000US12103027504,Census Tract 275.04; Pinellas County; Florida,61801
1400000US12103027603,Census Tract 276.03; Pinellas County; Florida,78155
1400000US12103027604,Census Tract 276.04; Pinellas County; Florida,111402
1400000US12103027605,Census Tract 276.05; Pinellas County; Florida,140417
1400000US12103027606,Census Tract 276.06; Pinellas County; Florida,132188
1400000US12103027701,Census Tract 277.01; Pinellas County; Florida,101288
1400000US12103027703,Census Tract 277.03; Pinellas County; Florida,106875
1400000US12103027704,Census Tract 277.04; Pinellas County; Florida,100250
1400000US12103027801,Census Tract 278.01; Pinellas County; Florida,76250
1400000US12103027802,Census Tract 278.02; Pinellas County; Florida,87500
1400000US12103027901,Census Tract 279.01; Pinellas County; Florida,89500
1400000US12103027905,Census Tract 279.05; Pinellas County; Florida,81713
1400000US12103028002,Census Tract 280.02; Pinellas County; Florida,109598
1400000US12103028004,Census Tract 280.04; Pinellas County; Florida,118003
1400000US12103028005,Census Tract 280.05; Pinellas County; Florida,94659
1400000US12103028006,Census Tract 280.06; Pinellas County; Florida,103750
1400000US12103028102,Census Tract 281.02; Pinellas County; Florida,90515
1400000US12103028103,Census Tract 281.03; Pinellas County; Florida,48750
1400000US12103028104,Census Tract 281.04; Pinellas County; Florida,55899
1400000US12103028200,Census Tract 282; Pinellas County; Florida,85594
1400000US12103028300,Census Tract 283; Pinellas County; Florida,58663
1400000US12103028403,Census Tract 284.03; Pinellas County; Florida,55208
1400000US12103028500,Census Tract 285; Pinellas County; Florida,68349
1400000US12103028601,Census Tract 286.01; Pinellas County; Florida,55972
1400000US12103028602,Census Tract 286.02; Pinellas County; Florida,83249
1400000US12103028700,Census Tract 287; Pinellas County; Florida,55714
1400000US12103990000,Census Tract 9900; Pinellas County; Florida,-
1400000US12103990100,Census Tract 9901; Pinellas County; Florida,-
1400000US12105010300,Census Tract 103; Polk County; Florida,58289
1400000US12105010401,Census Tract 104.01; Polk County; Florida,47875
1400000US12105010402,Census Tract 104.02; Polk County; Florida,61148
1400000US12105010501,Census Tract 105.01; Polk County; Florida,111000
1400000US12105010502,Census Tract 105.02; Polk County; Florida,91500
1400000US12105010601,Census Tract 106.01; Polk County; Florida,67237
1400000US12105010603,Census Tract 106.03; Polk County; Florida,100772
1400000US12105010604,Census Tract 106.04; Polk County; Florida,73750
1400000US12105010701,Census Tract 107.01; Polk County; Florida,55362
1400000US12105010702,Census Tract 107.02; Polk County; Florida,64571
1400000US12105010800,Census Tract 108; Polk County; Florida,51750
1400000US12105010900,Census Tract 109; Polk County; Florida,37122
1400000US12105011000,Census Tract 110; Polk County; Florida,33065
1400000US12105011100,Census Tract 111; Polk County; Florida,40000
1400000US12105011202,Census Tract 112.02; Polk County; Florida,38500
1400000US12105011203,Census Tract 112.03; Polk County; Florida,32536
1400000US12105011204,Census Tract 112.04; Polk County; Florida,29500
1400000US12105011300,Census Tract 113; Polk County; Florida,44779
1400000US12105011400,Census Tract 114; Polk County; Florida,45816
1400000US12105011501,Census Tract 115.01; Polk County; Florida,41366
1400000US12105011502,Census Tract 115.02; Polk County; Florida,71659
1400000US12105011603,Census Tract 116.03; Polk County; Florida,55921
1400000US12105011604,Census Tract 116.04; Polk County; Florida,49672
1400000US12105011605,Census Tract 116.05; Polk County; Florida,76121
1400000US12105011606,Census Tract 116.06; Polk County; Florida,70690
1400000US12105011704,Census Tract 117.04; Polk County; Florida,37403
1400000US12105011721,Census Tract 117.21; Polk County; Florida,59510
1400000US12105011722,Census Tract 117.22; Polk County; Florida,45229
1400000US12105011731,Census Tract 117.31; Polk County; Florida,54968
1400000US12105011732,Census Tract 117.32; Polk County; Florida,47000
1400000US12105011821,Census Tract 118.21; Polk County; Florida,121250
1400000US12105011822,Census Tract 118.22; Polk County; Florida,95444
1400000US12105011832,Census Tract 118.32; Polk County; Florida,77789
1400000US12105011834,Census Tract 118.34; Polk County; Florida,85677
1400000US12105011835,Census Tract 118.35; Polk County; Florida,112554
1400000US12105011836,Census Tract 118.36; Polk County; Florida,82857
1400000US12105011837,Census Tract 118.37; Polk County; Florida,120500
1400000US12105011838,Census Tract 118.38; Polk County; Florida,99055
1400000US12105011901,Census Tract 119.01; Polk County; Florida,53009
1400000US12105011902,Census Tract 119.02; Polk County; Florida,62031
1400000US12105011908,Census Tract 119.08; Polk County; Florida,65341
1400000US12105011909,Census Tract 119.09; Polk County; Florida,109107
1400000US12105011910,Census Tract 119.10; Polk County; Florida,78438
1400000US12105011911,Census Tract 119.11; Polk County; Florida,97432
1400000US12105011912,Census Tract 119.12; Polk County; Florida,86250
1400000US12105011913,Census Tract 119.13; Polk County; Florida,63669
1400000US12105012001,Census Tract 120.01; Polk County; Florida,70346
1400000US12105012002,Census Tract 120.02; Polk County; Florida,32913
1400000US12105012003,Census Tract 120.03; Polk County; Florida,65139
1400000US12105012004,Census Tract 120.04; Polk County; Florida,82545
1400000US12105012113,Census Tract 121.13; Polk County; Florida,60504
1400000US12105012124,Census Tract 121.24; Polk County; Florida,68241
1400000US12105012125,Census Tract 121.25; Polk County; Florida,67083
1400000US12105012126,Census Tract 121.26; Polk County; Florida,74788
1400000US12105012127,Census Tract 121.27; Polk County; Florida,67061
1400000US12105012128,Census Tract 121.28; Polk County; Florida,73709
1400000US12105012130,Census Tract 121.30; Polk County; Florida,71094
1400000US12105012131,Census Tract 121.31; Polk County; Florida,55000
1400000US12105012132,Census Tract 121.32; Polk County; Florida,79491
1400000US12105012133,Census Tract 121.33; Polk County; Florida,70451
1400000US12105012203,Census Tract 122.03; Polk County; Florida,68594
1400000US12105012207,Census Tract 122.07; Polk County; Florida,54137
1400000US12105012208,Census Tract 122.08; Polk County; Florida,44191
1400000US12105012209,Census Tract 122.09; Polk County; Florida,68036
1400000US12105012303,Census Tract 123.03; Polk County; Florida,74650
1400000US12105012304,Census Tract 123.04; Polk County; Florida,106522
1400000US12105012305,Census Tract 123.05; Polk County; Florida,55000
1400000US12105012306,Census Tract 123.06; Polk County; Florida,85039
1400000US12105012307,Census Tract 123.07; Polk County; Florida,63995
1400000US12105012309,Census Tract 123.09; Polk County; Florida,59615
1400000US12105012404,Census Tract 124.04; Polk County; Florida,48839
1400000US12105012405,Census Tract 124.05; Polk County; Florida,77100
1400000US12105012407,Census Tract 124.07; Polk County; Florida,80809
1400000US12105012408,Census Tract 124.08; Polk County; Florida,101747
1400000US12105012409,Census Tract 124.09; Polk County; Florida,75313
1400000US12105012410,Census Tract 124.10; Polk County; Florida,80393
1400000US12105012411,Census Tract 124.11; Polk County; Florida,75776
1400000US12105012412,Census Tract 124.12; Polk County; Florida,67042
1400000US12105012413,Census Tract 124.13; Polk County; Florida,90097
1400000US12105012414,Census Tract 124.14; Polk County; Florida,52841
1400000US12105012415,Census Tract 124.15; Polk County; Florida,76903
1400000US12105012502,Census Tract 125.02; Polk County; Florida,87629
1400000US12105012506,Census Tract 125.06; Polk County; Florida,77562
1400000US12105012508,Census Tract 125.08; Polk County; Florida,60451
1400000US12105012509,Census Tract 125.09; Polk County; Florida,69150
1400000US12105012510,Census Tract 125.10; Polk County; Florida,39416
1400000US12105012511,Census Tract 125.11; Polk County; Florida,73064
1400000US12105012512,Census Tract 125.12; Polk County; Florida,71659
1400000US12105012513,Census Tract 125.13; Polk County; Florida,70375
1400000US12105012514,Census Tract 125.14; Polk County; Florida,73929
1400000US12105012515,Census Tract 125.15; Polk County; Florida,66287
1400000US12105012601,Census Tract 126.01; Polk County; Florida,52824
1400000US12105012602,Census Tract 126.02; Polk County; Florida,52754
1400000US12105012701,Census Tract 127.01; Polk County; Florida,57946
1400000US12105012702,Census Tract 127.02; Polk County; Florida,48038
1400000US12105012802,Census Tract 128.02; Polk County; Florida,74462
1400000US12105012803,Census Tract 128.03; Polk County; Florida,50882
1400000US12105012804,Census Tract 128.04; Polk County; Florida,61261
1400000US12105012900,Census Tract 129; Polk County; Florida,64184
1400000US12105013001,Census Tract 130.01; Polk County; Florida,73266
1400000US12105013002,Census Tract 130.02; Polk County; Florida,51641
1400000US12105013101,Census Tract 131.01; Polk County; Florida,105889
1400000US12105013102,Census Tract 131.02; Polk County; Florida,49640
1400000US12105013103,Census Tract 131.03; Polk County; Florida,59327
1400000US12105013200,Census Tract 132; Polk County; Florida,42074
1400000US12105013300,Census Tract 133; Polk County; Florida,32633
1400000US12105013400,Census Tract 134; Polk County; Florida,36725
1400000US12105013500,Census Tract 135; Polk County; Florida,62661
1400000US12105013601,Census Tract 136.01; Polk County; Florida,38523
1400000US12105013602,Census Tract 136.02; Polk County; Florida,45357
1400000US12105013701,Census Tract 137.01; Polk County; Florida,26080
